ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Dataset,Gloss_in_Source,Borrowing
Athpahariya-Khalde-112_daughter-1,,Athpahariya-Khalde,112_daughter,aitsha,aitsha,ai + tsʰ a,,Athpahariya,,,^ai tsh a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-112_daughter-1,,Athpahariya-Hatiya,112_daughter,metshematsha,metshematsha,m e + tsʰ e + m a + tsʰ a,,Athpahariya,,,^m e tsh e m a tsh a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-112_daughter-1,,Bantawa-Khoku,112_daughter,ɨŋcha,ɨŋcha,ɨ ŋ + tsʰ a,,Bantawa,,,^ɨ ŋch a $,Bantawa-Khoku,,,
Bantawa-Lungin-112_daughter-1,,Bantawa-Lungin,112_daughter,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-112_daughter-1,,Bantawa-Thidingkha,112_daughter,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Thidingkha,,,
Bantawa-Timma-112_daughter-1,,Bantawa-Timma,112_daughter,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Timma,,,
Bantawa-Okhre-112_daughter-1,,Bantawa-Okhre,112_daughter,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Okhre,,,
Belhare-Belhare-112_daughter-1,,Belhare-Belhare,112_daughter,myacha acha,myacha_^acha,m j a + tʃʰ a + a + tʃʰ a,,Belhare,,,^m ya ch a _ ^a ch a $,Belhare-Belhare,,,
Belhare-Piple-112_daughter-1,,Belhare-Piple,112_daughter,myacha acha,myacha_^acha,m j a + tʃʰ a + a + tʃʰ a,,Belhare,,,^m ya ch a _ ^a ch a $,Belhare-Piple,,,
Belhare-Guthitar-112_daughter-2,,Belhare-Guthitar,112_daughter,myacha,myacha,m j a + tʃʰ a,,Belhare,,,^m ya ch a $,Belhare-Guthitar,,,
Belhare-Rudrabari-112_daughter-1,,Belhare-Rudrabari,112_daughter,miacha,miacha,m i/j a + tʃʰ a,,Belhare,,,^m ia ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-112_daughter-1,,Chamling-Hadunge,112_daughter,tsjo,tsjo,ts j o,,Chamling,,,^tsj o $,Chamling-Hadunge,,,
Chamling-Halesi-112_daughter-1,,Chamling-Halesi,112_daughter,tsjo,tsjo,ts j o,,Chamling,,,^tsj o $,Chamling-Halesi,,,
Chamling-Ratanchha-112_daughter-1,,Chamling-Ratanchha,112_daughter,tsjo,tsjo,ts j o,,Chamling,,,^tsj o $,Chamling-Ratanchha,,,
Chamling-Balamta-112_daughter-1,,Chamling-Balamta,112_daughter,tsjo,tsjo,ts j o,,Chamling,,,^tsj o $,Chamling-Balamta,,,
Chamling-Aaptar-112_daughter-1,,Chamling-Aaptar,112_daughter,tsjo,tsjo,ts j o,,Chamling,,,^tsj o $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-112_daughter-1,,Chintang-ChaudhariTole,112_daughter,chau,chau,tʃʰ au,,Chintang,,,^ch au$,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-112_daughter-1,,Chintang-Mulgaun,112_daughter,mechawa,mechawa,m e + tʃʰ a + w a,,Chintang,,,^m e ch a w a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-112_daughter-1,,Chintang-Nangchhuwa,112_daughter,chau,chau,tʃʰ au,,Chintang,,,^ch au$,Chintang-Nangchhuwa,,,
Chintang-Mangthana-112_daughter-1,,Chintang-Mangthana,112_daughter,mechawa,mechawa,m e + tʃʰ a + w a,,Chintang,,,^m e ch a w a $,Chintang-Mangthana,,,
Chintang-Chambak-112_daughter-1,,Chintang-Chambak,112_daughter,chau,chau,tʃʰ au,,Chintang,,,^ch au$,Chintang-Chambak,,,
Chulung-Barbhanjyang-112_daughter-1,,Chulung-Barbhanjyang,112_daughter,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-112_daughter-1,,Chulung-Gairi,112_daughter,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Gairi,,,
Chulung-Pakha-112_daughter-1,,Chulung-Pakha,112_daughter,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Pakha,,,
Chulung-Pokla-112_daughter-1,,Chulung-Pokla,112_daughter,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Pokla,,,
Chulung-Sukeahal-112_daughter-1,,Chulung-Sukeahal,112_daughter,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Sukeahal,,,
Dhimal-West-112_daughter-1,,Dhimal-West,112_daughter,tsamdi,tsamdi,ts a m + d i,,Dhimal,,,^ts a md i $,Dhimal-West,,,
Dhimal-East-112_daughter-1,,Dhimal-East,112_daughter,tsamdi,tsamdi,ts a m + d i,,Dhimal,,,^ts a md i $,Dhimal-East,,,
Dulung-Bartole-112_daughter-1,,Dulung-Bartole,112_daughter,tshori,tshori,tsʰ o + r i,,Dulung,,,^tsh o r i $,Dulung-Bartole,,,
Dulung-Dandatole-112_daughter-1,,Dulung-Dandatole,112_daughter,mirtshama,mirtshama,m i r + tsʰ a + m a,,Dulung,,,^m i rtsh a m a $,Dulung-Dandatole,,,
Dulung-Tharpu-112_daughter-1,,Dulung-Tharpu,112_daughter,metshaɂma,metshaɂma,m e + tsʰ a ʔ + m a,,Dulung,,,^m e tsh a ɂ m a $,Dulung-Tharpu,,,
Dulung-Chaukibari-112_daughter-1,,Dulung-Chaukibari,112_daughter,tshori,tshori,tsʰ o + r i,,Dulung,,,^tsh o r i $,Dulung-Chaukibari,,,
Dulung-Bastim-112_daughter-1,,Dulung-Bastim,112_daughter,mirtshma,mirtshma,m i r + tshm/tsʰ a,,Dulung,,,^m i rtshm a $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-112_daughter-1,,Ghale-Gurung-Mandre,112_daughter,tsʌmi,tsʌmi,ts ʌ + m i,,Ghale-Gurung,,,^ts ʌ m i $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-112_daughter-1,,Ghale-Gurung-Barpak1,112_daughter,tsimi,tsimi,ts i + m i,,Ghale-Gurung,,,^ts i m i $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-112_daughter-1,,Ghale-Gurung-Barpak2,112_daughter,tsimi,tsimi,ts i + m i,,Ghale-Gurung,,,^ts i m i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-112_daughter-1,,Ghale-Gurung-Laprak,112_daughter,tsimi–,tsimi–,ts i + m i,,Ghale-Gurung,,,^ts i m i– $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-112_daughter-1,,Ghale-Gurung-Gumda,112_daughter,tsimi,tsimi,ts i + m i,,Ghale-Gurung,,,^ts i m i $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-112_daughter-1,,Gurung-Sirubari,112_daughter,tshʌme,tshʌme,tsʰ ʌ + m e,,Gurung,,,^tsh ʌ m e $,Gurung-Sirubari,,,
Gurung-Pokhara-112_daughter-1,,Gurung-Pokhara,112_daughter,tshʌmi,tshʌmi,tsʰ ʌ + m i,,Gurung,,,^tsh ʌ m i $,Gurung-Pokhara,,,
Gurung-Sikles-112_daughter-1,,Gurung-Sikles,112_daughter,tsʌme,tsʌme,ts ʌ + m e,,Gurung,,,^ts ʌ m e $,Gurung-Sikles,,,
Gurung-Khasur-112_daughter-1,,Gurung-Khasur,112_daughter,tsʌmi,tsʌmi,ts ʌ + m i,,Gurung,,,^ts ʌ m i $,Gurung-Khasur,,,
Gurung-Bhujung-112_daughter-1,,Gurung-Bhujung,112_daughter,tshʌme,tshʌme,tsʰ ʌ + m e,,Gurung,,,^tsh ʌ m e $,Gurung-Bhujung,,,
Jirel-Sikri-112_daughter-1,,Jirel-Sikri,112_daughter,phumu,phumu,pʰ u + m u,,Jirel,,,^ph u m u $,Jirel-Sikri,,,
Jirel-Kharoban-112_daughter-1,,Jirel-Kharoban,112_daughter,phumo,phumo,pʰ u + m o,,Jirel,,,^ph u m o $,Jirel-Kharoban,,,
Jirel-Chhetrapa-112_daughter-1,,Jirel-Chhetrapa,112_daughter,phumu,phumu,pʰ u + m u,,Jirel,,,^ph u m u $,Jirel-Chhetrapa,,,
Jirel-Yarsa-112_daughter-1,,Jirel-Yarsa,112_daughter,phumu /phuma,phumu,pʰ u + m u,,Jirel,,,^ph u m u $,Jirel-Yarsa,,,
Jirel-Yarsa-112_daughter-2,,Jirel-Yarsa,112_daughter,phumu /phuma,phuma,pʰ u + m a,,Jirel,,,^ph u m a $,Jirel-Yarsa,,,
Athpahariya-Santang-113_husband-1,,Athpahariya-Santang,113_husband,omebetsha,omebetsha,o + m e + b e + tsʰ a,,Athpahariya,,,^o m e b e tsh a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-113_husband-1,,Athpahariya-Tekunala,113_husband,omebetsha,omebetsha,o + m e + b e + tsʰ a,,Athpahariya,,,^o m e b e tsh a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-113_husband-1,,Belhare-Guthitar,113_husband,abudha,abudha,a + b u + dʱ a,,Athpahariya,,,^a b u dh a $,Belhare-Guthitar,,,
Athpahariya-Khalde-113_husband-1,,Athpahariya-Khalde,113_husband,yembetsha,yembetsha,j e m + b e + tsʰ a,,Athpahariya,,,^ye mb e tsh a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-113_husband-1,,Athpahariya-Hatiya,113_husband,betsha,betsha,b e + tsʰ a,,Athpahariya,,,^b e tsh a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-113_husband-1,,Bantawa-Khoku,113_husband,tajawa,tajawa,t a + dʒ a + w a,,Bantawa,,,^t a j a w a $,Bantawa-Khoku,,,
Bantawa-Lungin-113_husband-1,,Bantawa-Lungin,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ ŋ,,Bantawa,,,^p a s ɨ ŋ$,Bantawa-Lungin,,,
Bantawa-Thidingkha-113_husband-1,,Bantawa-Thidingkha,113_husband,pasəŋ/bura,pasəŋ,p a + s ə ŋ,,Bantawa,,,^p a s ə ŋ$,Bantawa-Thidingkha,,,
Bantawa-Thidingkha-113_husband-2,,Bantawa-Thidingkha,113_husband,pasəŋ/bura,bura,b u + r a,,Bantawa,,,^b u r a $,Bantawa-Thidingkha,,,
Bantawa-Timma-113_husband-1,,Bantawa-Timma,113_husband,khim-haŋpa,khim_^haŋpa,kʰ i + m + h a ŋ + p a,,Bantawa,,,^kh i m _ ^h a ŋp a $,Bantawa-Timma,,,
Bantawa-Okhre-113_husband-1,,Bantawa-Okhre,113_husband,khim-haŋpa,khim_^haŋpa,kʰ i + m + h a ŋ + p a,,Bantawa,,,^kh i m _ ^h a ŋp a $,Bantawa-Okhre,,,
Belhare-Belhare-113_husband-1,,Belhare-Belhare,113_husband,ayambicha,ayambicha,a + j a m + b i + tʃʰ a,,Belhare,,,^aya mb i ch a $,Belhare-Belhare,,,
Belhare-Piple-113_husband-1,,Belhare-Piple,113_husband,apasiŋ,apasiŋ,a + p a + s i ŋ,,Belhare,,,^a p a s i ŋ$,Belhare-Piple,,,
Belhare-Guthitar-113_husband-2,,Belhare-Guthitar,113_husband,abudha,abudha,a + b u + dʱ a,,Belhare,,,^a b u dh a $,Belhare-Guthitar,,,
Belhare-Rudrabari-113_husband-1,,Belhare-Rudrabari,113_husband,imbicha,imbicha,i m + b i + tʃʰ a,,Belhare,,,^i mb i ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-113_husband-1,,Chamling-Hadunge,113_husband,kimi,kimi,k i + m i,,Chamling,,,^k i m i $,Chamling-Hadunge,,,
Chamling-Halesi-113_husband-1,,Chamling-Halesi,113_husband,kimi,kimi,k i + m i,,Chamling,,,^k i m i $,Chamling-Halesi,,,
Chamling-Ratanchha-113_husband-1,,Chamling-Ratanchha,113_husband,kimi,kimi,k i + m i,,Chamling,,,^k i m i $,Chamling-Ratanchha,,,
Chamling-Balamta-113_husband-1,,Chamling-Balamta,113_husband,kimi,kimi,k i + m i,,Chamling,,,^k i m i $,Chamling-Balamta,,,
Chamling-Aaptar-113_husband-1,,Chamling-Aaptar,113_husband,kimi,kimi,k i + m i,,Chamling,,,^k i m i $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-113_husband-1,,Chintang-ChaudhariTole,113_husband,ṭajawa,ṭajawa,ʈ a + dʒ a + w a,,Chintang,,,^ṭ a j a w a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-113_husband-1,,Chintang-Mulgaun,113_husband,ṭajawa,ṭajawa,ʈ a + dʒ a + w a,,Chintang,,,^ṭ a j a w a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-113_husband-1,,Chintang-Nangchhuwa,113_husband,pace,pace,p a + tʃ e,,Chintang,,,^p a c e $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-113_husband-1,,Chintang-Mangthana,113_husband,ṭajawa,ṭajawa,ʈ a + dʒ a + w a,,Chintang,,,^ṭ a j a w a $,Chintang-Mangthana,,,
Chintang-Chambak-113_husband-1,,Chintang-Chambak,113_husband,pa,pa,p a,,Chintang,,,^p a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-113_husband-1,,Chulung-Barbhanjyang,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ + ŋ,,Chulung,,,^p a s ɨ ŋ $,Chulung-Barbhanjyang,,,
Chulung-Gairi-113_husband-1,,Chulung-Gairi,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ + ŋ,,Chulung,,,^p a s ɨ ŋ $,Chulung-Gairi,,,
Chulung-Pakha-113_husband-1,,Chulung-Pakha,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ + ŋ,,Chulung,,,^p a s ɨ ŋ $,Chulung-Pakha,,,
Chulung-Pokla-113_husband-1,,Chulung-Pokla,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ + ŋ,,Chulung,,,^p a s ɨ ŋ $,Chulung-Pokla,,,
Chulung-Sukeahal-113_husband-1,,Chulung-Sukeahal,113_husband,pasɨŋ,pasɨŋ,p a + s ɨ + ŋ,,Chulung,,,^p a s ɨ ŋ $,Chulung-Sukeahal,,,
Dhimal-West-113_husband-1,,Dhimal-West,113_husband,ke,ke,k e,,Dhimal,,,^k e $,Dhimal-West,,,
Dhimal-East-113_husband-1,,Dhimal-East,113_husband,ke,ke,k e,,Dhimal,,,^k e $,Dhimal-East,,,
Dulung-Bartole-113_husband-1,,Dulung-Bartole,113_husband,budha,budha,b u + dʱ a,,Dulung,,,^b u dh a $,Dulung-Bartole,,,
Dulung-Dandatole-113_husband-1,,Dulung-Dandatole,113_husband,budha,budha,b u + dʱ a,,Dulung,,,^b u dh a $,Dulung-Dandatole,,,
Dulung-Tharpu-113_husband-1,,Dulung-Tharpu,113_husband,umbadha,umbadha,u m + b a + dʱ a,,Dulung,,,^u mb a dh a $,Dulung-Tharpu,,,
Dulung-Chaukibari-113_husband-1,,Dulung-Chaukibari,113_husband,budha,budha,b u + dʱ a,,Dulung,,,^b u dh a $,Dulung-Chaukibari,,,
Dulung-Bastim-113_husband-1,,Dulung-Bastim,113_husband,paḍun,paḍun,p a + ɖ u + n,,Dulung,,,^p a ḍ u n $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-113_husband-1,,Ghale-Gurung-Mandre,113_husband,pljoŋ,pljoŋ,p l j o + ŋ,,Ghale-Gurung,,,^plj o ŋ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-113_husband-1,,Ghale-Gurung-Barpak1,113_husband,ploŋ/pljoŋ,ploŋ,p l o + ŋ,,Ghale-Gurung,,,^pl o ŋ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak1-113_husband-2,,Ghale-Gurung-Barpak1,113_husband,ploŋ/pljoŋ,pljoŋ,p l j o + ŋ,,Ghale-Gurung,,,^plj o ŋ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-113_husband-1,,Ghale-Gurung-Barpak2,113_husband,pʌdi/pljoŋ,pʌdi,p ʌ + d i,,Ghale-Gurung,,,^p ʌ d i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Barpak2-113_husband-2,,Ghale-Gurung-Barpak2,113_husband,pʌdi/pljoŋ,pljoŋ,p l j o + ŋ,,Ghale-Gurung,,,^plj o ŋ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-113_husband-1,,Ghale-Gurung-Laprak,113_husband,plʌŋ–,plʌŋ–,p l ʌ ŋ,,Ghale-Gurung,,,^pl ʌ ŋ–$,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-113_husband-1,,Ghale-Gurung-Gumda,113_husband,plaŋ,plaŋ,p l a + ŋ,,Ghale-Gurung,,,^pl a ŋ $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-113_husband-1,,Gurung-Sirubari,113_husband,pĩu,pĩu,p ĩu,,Gurung,,,^p ĩu$,Gurung-Sirubari,,,
Gurung-Pokhara-113_husband-1,,Gurung-Pokhara,113_husband,phʌ,phʌ,pʰ ʌ,,Gurung,,,^ph ʌ $,Gurung-Pokhara,,,
Gurung-Sikles-113_husband-1,,Gurung-Sikles,113_husband,phʌ,phʌ,pʰ ʌ,,Gurung,,,^ph ʌ $,Gurung-Sikles,,,
Gurung-Khasur-113_husband-1,,Gurung-Khasur,113_husband,phʌ,phʌ,pʰ ʌ,,Gurung,,,^ph ʌ $,Gurung-Khasur,,,
Gurung-Bhujung-113_husband-1,,Gurung-Bhujung,113_husband,phʌ,phʌ,pʰ ʌ,,Gurung,,,^ph ʌ $,Gurung-Bhujung,,,
Jirel-Sikri-113_husband-1,,Jirel-Sikri,113_husband,khjobo,khjobo,kʰ j o + b o,,Jirel,,,^khj o b o $,Jirel-Sikri,,,
Jirel-Kharoban-113_husband-1,,Jirel-Kharoban,113_husband,khjobo,khjobo,kʰ j o + b o,,Jirel,,,^khj o b o $,Jirel-Kharoban,,,
Jirel-Chhetrapa-113_husband-1,,Jirel-Chhetrapa,113_husband,kjobo,kjobo,k j o + b o,,Jirel,,,^kj o b o $,Jirel-Chhetrapa,,,
Jirel-Yarsa-113_husband-1,,Jirel-Yarsa,113_husband,khjoba,khjoba,kʰ j o + b a,,Jirel,,,^khj o b a $,Jirel-Yarsa,,,
Athpahariya-Santang-114_wife-1,,Athpahariya-Santang,114_wife,ometshema,ometshema,o + m e + tsʰ e + m a,,Athpahariya,,,^o m e tsh e m a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-114_wife-1,,Athpahariya-Tekunala,114_wife,ometshema,ometshema,o + m e + tsʰ e + m a,,Athpahariya,,,^o m e tsh e m a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-114_wife-1,,Belhare-Guthitar,114_wife,amyatsha,amyatsha,a + m j a + tsʰ a,,Athpahariya,,,^a m ya tsh a $,Belhare-Guthitar,,,
Athpahariya-Khalde-114_wife-1,,Athpahariya-Khalde,114_wife,ameshema,ameshema,a + m e ʃ e + m a,,Athpahariya,,,^a m e sh e m a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-114_wife-1,,Athpahariya-Hatiya,114_wife,tshema,tshema,tsʰ e + m a,,Athpahariya,,,^tsh e m a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-114_wife-1,,Bantawa-Khoku,114_wife,tajama,tajama,t a + dʒ a + m a,,Bantawa,,,^t a j a m a $,Bantawa-Khoku,,,
Bantawa-Lungin-114_wife-1,,Bantawa-Lungin,114_wife,wasɨŋ,wasɨŋ,w a + s ɨ ŋ,,Bantawa,,,^w a s ɨ ŋ$,Bantawa-Lungin,,,
Bantawa-Thidingkha-114_wife-1,,Bantawa-Thidingkha,114_wife,masəŋ/buri,masəŋ,m a + s ə ŋ,,Bantawa,,,^m a s ə ŋ$,Bantawa-Thidingkha,,,
Bantawa-Thidingkha-114_wife-2,,Bantawa-Thidingkha,114_wife,masəŋ/buri,buri,b u + r i,,Bantawa,,,^b u r i $,Bantawa-Thidingkha,,,
Bantawa-Timma-114_wife-1,,Bantawa-Timma,114_wife,khim-haŋma,khim_^haŋma,kʰ i + m + h a ŋ + m a,,Bantawa,,,^kh i m _ ^h a ŋm a $,Bantawa-Timma,,,
Bantawa-Okhre-114_wife-1,,Bantawa-Okhre,114_wife,khim-haŋma,khim_^haŋma,kʰ i + m + h a ŋ + m a,,Bantawa,,,^kh i m _ ^h a ŋm a $,Bantawa-Okhre,,,
Belhare-Belhare-114_wife-1,,Belhare-Belhare,114_wife,amyacha,amyacha,a + m j a + tʃʰ a,,Belhare,,,^a m ya ch a $,Belhare-Belhare,,,
Belhare-Piple-114_wife-1,,Belhare-Piple,114_wife,amasiŋ,amasiŋ,a + m a + s i ŋ,,Belhare,,,^a m a s i ŋ$,Belhare-Piple,,,
Belhare-Guthitar-114_wife-2,,Belhare-Guthitar,114_wife,amyacha,amyacha,a + m j a + tʃʰ a,,Belhare,,,^a m ya ch a $,Belhare-Guthitar,,,
Belhare-Rudrabari-114_wife-1,,Belhare-Rudrabari,114_wife,ambiacha,ambiacha,a m + b i/j a + tʃʰ a,,Belhare,,,^a mb ia ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-114_wife-1,,Chamling-Hadunge,114_wife,mʌi,mʌi,m ʌi,,Chamling,,,^m ʌi $,Chamling-Hadunge,,,
Chamling-Halesi-114_wife-1,,Chamling-Halesi,114_wife,mʌi,mʌi,m ʌi,,Chamling,,,^m ʌi $,Chamling-Halesi,,,
Chamling-Ratanchha-114_wife-1,,Chamling-Ratanchha,114_wife,mʌi,mʌi,m ʌi,,Chamling,,,^m ʌi $,Chamling-Ratanchha,,,
Chamling-Balamta-114_wife-1,,Chamling-Balamta,114_wife,mʌi,mʌi,m ʌi,,Chamling,,,^m ʌi $,Chamling-Balamta,,,
Chamling-Aaptar-114_wife-1,,Chamling-Aaptar,114_wife,mʌi,mʌi,m ʌi,,Chamling,,,^m ʌi $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-114_wife-1,,Chintang-ChaudhariTole,114_wife,ṭajama,ṭajama,ʈ a + dʒ a + m a,,Chintang,,,^ṭ a j a m a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-114_wife-1,,Chintang-Mulgaun,114_wife,ṭajama,ṭajama,ʈ a + dʒ a + m a,,Chintang,,,^ṭ a j a m a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-114_wife-1,,Chintang-Nangchhuwa,114_wife,mace,mace,m a + tʃ e,,Chintang,,,^m a c e $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-114_wife-1,,Chintang-Mangthana,114_wife,ṭajama,ṭajama,ʈ a + dʒ a + m a,,Chintang,,,^ṭ a j a m a $,Chintang-Mangthana,,,
Chintang-Chambak-114_wife-1,,Chintang-Chambak,114_wife,ma,ma,m a,,Chintang,,,^m a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-114_wife-1,,Chulung-Barbhanjyang,114_wife,masɨŋ,masɨŋ,m a + s ɨ + ŋ,,Chulung,,,^m a s ɨ ŋ $,Chulung-Barbhanjyang,,,
Chulung-Gairi-114_wife-1,,Chulung-Gairi,114_wife,wasɨŋ,wasɨŋ,w a + s ɨ + ŋ,,Chulung,,,^w a s ɨ ŋ $,Chulung-Gairi,,,
Chulung-Pakha-114_wife-1,,Chulung-Pakha,114_wife,masɨŋ,masɨŋ,m a + s ɨ + ŋ,,Chulung,,,^m a s ɨ ŋ $,Chulung-Pakha,,,
Chulung-Pokla-114_wife-1,,Chulung-Pokla,114_wife,masɨŋ,masɨŋ,m a + s ɨ + ŋ,,Chulung,,,^m a s ɨ ŋ $,Chulung-Pokla,,,
Chulung-Sukeahal-114_wife-1,,Chulung-Sukeahal,114_wife,wasɨŋ,wasɨŋ,w a + s ɨ + ŋ,,Chulung,,,^w a s ɨ ŋ $,Chulung-Sukeahal,,,
Dhimal-West-114_wife-1,,Dhimal-West,114_wife,be,be,b e,,Dhimal,,,^b e $,Dhimal-West,,,
Dhimal-East-114_wife-1,,Dhimal-East,114_wife,be,be,b e,,Dhimal,,,^b e $,Dhimal-East,,,
Dulung-Bartole-114_wife-1,,Dulung-Bartole,114_wife,buḍhi,buḍhi,b u + ɖʱ i,,Dulung,,,^b u ḍh i $,Dulung-Bartole,,,
Dulung-Dandatole-114_wife-1,,Dulung-Dandatole,114_wife,budhibuḍhi,budhibuḍhi,b u + dʱ i + b u + ɖʱ i,,Dulung,,,^b u dh i b u ḍh i $,Dulung-Dandatole,,,
Dulung-Tharpu-114_wife-1,,Dulung-Tharpu,114_wife,umbadhu,umbadhu,u m + b a + dʱ u,,Dulung,,,^u mb a dh u $,Dulung-Tharpu,,,
Dulung-Chaukibari-114_wife-1,,Dulung-Chaukibari,114_wife,buḍhi,buḍhi,b u + ɖʱ i,,Dulung,,,^b u ḍh i $,Dulung-Chaukibari,,,
Dulung-Bastim-114_wife-1,,Dulung-Bastim,114_wife,maḍun,maḍun,m a + ɖ u + n,,Dulung,,,^m a ḍ u n $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-114_wife-1,,Ghale-Gurung-Mandre,114_wife,mʌdzʌ,mʌdzʌ,m ʌ + dz ʌ,,Ghale-Gurung,,,^m ʌ dz ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-114_wife-1,,Ghale-Gurung-Barpak1,114_wife,mɔdi/mʌdzʌ,mɔdi,m ɔ + d i,,Ghale-Gurung,,,^m ɔ d i $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak1-114_wife-2,,Ghale-Gurung-Barpak1,114_wife,mɔdi/mʌdzʌ,mʌdzʌ,m ʌ + dz ʌ,,Ghale-Gurung,,,^m ʌ dz ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-114_wife-1,,Ghale-Gurung-Barpak2,114_wife,mʌdzʌ/mʌdi,mʌdzʌ,m ʌ + dz ʌ,,Ghale-Gurung,,,^m ʌ dz ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Barpak2-114_wife-2,,Ghale-Gurung-Barpak2,114_wife,mʌdzʌ/mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-114_wife-1,,Ghale-Gurung-Laprak,114_wife,mʌsʌ–,mʌsʌ–,m ʌ + s ʌ,,Ghale-Gurung,,,^m ʌ s ʌ – $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-114_wife-1,,Ghale-Gurung-Gumda,114_wife,mʌsʌ,mʌsʌ,m ʌ + s ʌ,,Ghale-Gurung,,,^m ʌ s ʌ $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-114_wife-1,,Gurung-Sirubari,114_wife,m̤ri,m̤ri,m r i̤,,Gurung,,,^m̤ri $,Gurung-Sirubari,,,
Gurung-Pokhara-114_wife-1,,Gurung-Pokhara,114_wife,prẽsjo,prẽsjo,p r ẽ s + j o,,Gurung,,,^pr ẽ sj o $,Gurung-Pokhara,,,
Gurung-Sikles-114_wife-1,,Gurung-Sikles,114_wife,m̤ri,m̤ri,m r i̤,,Gurung,,,^m̤ri $,Gurung-Sikles,,,
