ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Dataset,Gloss_in_Source,Borrowing
Gurung-Khasur-114_wife-1,,Gurung-Khasur,114_wife,mri,mri,m r i,,Gurung,,,^mr i $,Gurung-Khasur,,,
Gurung-Bhujung-114_wife-1,,Gurung-Bhujung,114_wife,phe,phe,pʰ e,,Gurung,,,^ph e $,Gurung-Bhujung,,,
Jirel-Sikri-114_wife-1,,Jirel-Sikri,114_wife,phimbe /phembe,phimbe,pʰ i m + b e,,Jirel,,,^ph i mb e $,Jirel-Sikri,,,
Jirel-Sikri-114_wife-2,,Jirel-Sikri,114_wife,phimbe /phembe,phembe,pʰ e m + b e,,Jirel,,,^ph e mb e $,Jirel-Sikri,,,
Jirel-Kharoban-114_wife-1,,Jirel-Kharoban,114_wife,phembe,phembe,pʰ e m + b e,,Jirel,,,^ph e mb e $,Jirel-Kharoban,,,
Jirel-Chhetrapa-114_wife-1,,Jirel-Chhetrapa,114_wife,phempe/ phemme,phempe,pʰ e m + p e,,Jirel,,,^ph e mp e $,Jirel-Chhetrapa,,,
Jirel-Chhetrapa-114_wife-2,,Jirel-Chhetrapa,114_wife,phempe/ phemme,phemme,pʰ e m + m e,,Jirel,,,^ph e mm e $,Jirel-Chhetrapa,,,
Jirel-Yarsa-114_wife-1,,Jirel-Yarsa,114_wife,phemme,phemme,pʰ e m + m e,,Jirel,,,^ph e mm e $,Jirel-Yarsa,,,
Athpahariya-Santang-115_boy-1,,Athpahariya-Santang,115_boy,yembetsha,yembetsha,j e m + b e + tsʰ a,,Athpahariya,,,^ye mb e tsh a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-115_boy-1,,Athpahariya-Tekunala,115_boy,yembetsha,yembetsha,j e m + b e + tsʰ a,,Athpahariya,,,^ye mb e tsh a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-115_boy-1,,Belhare-Guthitar,115_boy,yembetsha,yembetsha,j e m + b e + tsʰ a,,Athpahariya,,,^ye mb e tsh a $,Belhare-Guthitar,,,
Athpahariya-Khalde-115_boy-1,,Athpahariya-Khalde,115_boy,pitsyha,pitsyha,p i tsʰ j a,,Athpahariya,,,^p i tsyh a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-115_boy-1,,Athpahariya-Hatiya,115_boy,yembetsha,yembetsha,j e m + b e + tsʰ a,,Athpahariya,,,^ye mb e tsh a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-115_boy-1,,Bantawa-Khoku,115_boy,duwacha,duwacha,d u + w a + tsʰ a,,Bantawa,,,^d u w a ch a $,Bantawa-Khoku,,,
Bantawa-Lungin-115_boy-1,,Bantawa-Lungin,115_boy,duwacha,duwacha,d u + w a + tsʰ a,,Bantawa,,,^d u w a ch a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-115_boy-1,,Bantawa-Thidingkha,115_boy,duwacha,duwacha,d u + w a + tsʰ a,,Bantawa,,,^d u w a ch a $,Bantawa-Thidingkha,,,
Bantawa-Timma-115_boy-1,,Bantawa-Timma,115_boy,duwacha,duwacha,d u + w a + tsʰ a,,Bantawa,,,^d u w a ch a $,Bantawa-Timma,,,
Bantawa-Okhre-115_boy-1,,Bantawa-Okhre,115_boy,duwacha,duwacha,d u + w a + tsʰ a,,Bantawa,,,^d u w a ch a $,Bantawa-Okhre,,,
Belhare-Belhare-115_boy-1,,Belhare-Belhare,115_boy,ayambicha,ayambicha,a + j a m + b i + tʃʰ a,,Belhare,,,^aya mb i ch a $,Belhare-Belhare,,,
Belhare-Piple-115_boy-1,,Belhare-Piple,115_boy,yembicha,yembicha,j e m + b i + tʃʰ a,,Belhare,,,^ye mb i ch a $,Belhare-Piple,,,
Belhare-Guthitar-115_boy-2,,Belhare-Guthitar,115_boy,yembetsha,yembetsha,j e m + b e + tsʰ a,,Belhare,,,^ye mb e tsh a $,Belhare-Guthitar,,,
Belhare-Rudrabari-115_boy-1,,Belhare-Rudrabari,115_boy,yembicha,yembicha,j e m + b i + tʃʰ a,,Belhare,,,^ye mb i ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-115_boy-1,,Chamling-Hadunge,115_boy,sortsha,sortsha,s o r + tsʰ a,,Chamling,,,^s o rtsh a $,Chamling-Hadunge,,,
Chamling-Halesi-115_boy-1,,Chamling-Halesi,115_boy,sortsha,sortsha,s o r + tsʰ a,,Chamling,,,^s o rtsh a $,Chamling-Halesi,,,
Chamling-Ratanchha-115_boy-1,,Chamling-Ratanchha,115_boy,sortsha,sortsha,s o r + tsʰ a,,Chamling,,,^s o rtsh a $,Chamling-Ratanchha,,,
Chamling-Balamta-115_boy-1,,Chamling-Balamta,115_boy,sortsha,sortsha,s o r + tsʰ a,,Chamling,,,^s o rtsh a $,Chamling-Balamta,,,
Chamling-Aaptar-115_boy-1,,Chamling-Aaptar,115_boy,sortsha,sortsha,s o r + tsʰ a,,Chamling,,,^s o rtsh a $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-115_boy-1,,Chintang-ChaudhariTole,115_boy,duwacha,duwacha,d u + w a + tʃʰ a,,Chintang,,,^d u w a ch a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-115_boy-1,,Chintang-Mulgaun,115_boy,duwacha,duwacha,d u + w a + tʃʰ a,,Chintang,,,^d u w a ch a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-115_boy-1,,Chintang-Nangchhuwa,115_boy,duwacha,duwacha,d u + w a + tʃʰ a,,Chintang,,,^d u w a ch a $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-115_boy-1,,Chintang-Mangthana,115_boy,duwacha,duwacha,d u + w a + tʃʰ a,,Chintang,,,^d u w a ch a $,Chintang-Mangthana,,,
Chintang-Chambak-115_boy-1,,Chintang-Chambak,115_boy,duwacha,duwacha,d u + w a + tʃʰ a,,Chintang,,,^d u w a ch a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-115_boy-1,,Chulung-Barbhanjyang,115_boy,jemmicha,jemmicha,dʒ e m + m i + tʃʰ a,,Chulung,,,^j e mm i ch a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-115_boy-1,,Chulung-Gairi,115_boy,jemmicha,jemmicha,dʒ e m + m i + tʃʰ a,,Chulung,,,^j e mm i ch a $,Chulung-Gairi,,,
Chulung-Pakha-115_boy-1,,Chulung-Pakha,115_boy,jemmicha,jemmicha,dʒ e m + m i + tʃʰ a,,Chulung,,,^j e mm i ch a $,Chulung-Pakha,,,
Chulung-Pokla-115_boy-1,,Chulung-Pokla,115_boy,jemmicha,jemmicha,dʒ e m + m i + tʃʰ a,,Chulung,,,^j e mm i ch a $,Chulung-Pokla,,,
Chulung-Sukeahal-115_boy-1,,Chulung-Sukeahal,115_boy,jemmicha,jemmicha,dʒ e m + m i + tʃʰ a,,Chulung,,,^j e mm i ch a $,Chulung-Sukeahal,,,
Dhimal-West-115_boy-1,,Dhimal-West,115_boy,wadzan,wadzan,w a + dz a n,,Dhimal,,,^w a dz a n$,Dhimal-West,,,
Dhimal-East-115_boy-1,,Dhimal-East,115_boy,wadzan,wadzan,w a + dz a n,,Dhimal,,,^w a dz a n$,Dhimal-East,,,
Dulung-Bartole-115_boy-1,,Dulung-Bartole,115_boy,mertsha,mertsha,m e r + tsʰ a,,Dulung,,,^m e rtsh a $,Dulung-Bartole,,,
Dulung-Dandatole-115_boy-1,,Dulung-Dandatole,115_boy,mertsha,mertsha,m e r + tsʰ a,,Dulung,,,^m e rtsh a $,Dulung-Dandatole,,,
Dulung-Tharpu-115_boy-1,,Dulung-Tharpu,115_boy,mertsha,mertsha,m e r + tsʰ a,,Dulung,,,^m e rtsh a $,Dulung-Tharpu,,,
Dulung-Chaukibari-115_boy-1,,Dulung-Chaukibari,115_boy,mertsha,mertsha,m e r + tsʰ a,,Dulung,,,^m e rtsh a $,Dulung-Chaukibari,,,
Dulung-Bastim-115_boy-1,,Dulung-Bastim,115_boy,wantshʌbaŋ,wantshʌbaŋ,w a n + tsʰ ʌ + b a + ŋ,,Dulung,,,^w a ntsh ʌ b a ŋ $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-115_boy-1,,Ghale-Gurung-Mandre,115_boy,pʌtipudzʌ,pʌtipudzʌ,p ʌ + t i + p u + dz ʌ,,Ghale-Gurung,,,^p ʌ t i p u dz ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-115_boy-1,,Ghale-Gurung-Barpak1,115_boy,pʌdi budzʌ,pʌdi_^budzʌ,p ʌ + d i + b u + dz ʌ,,Ghale-Gurung,,,^p ʌ d i _ ^b u dz ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-115_boy-1,,Ghale-Gurung-Barpak2,115_boy,pʌidzʌ,pʌidzʌ,p ʌi + dz ʌ,,Ghale-Gurung,,,^p ʌi dz ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-115_boy-1,,Ghale-Gurung-Laprak,115_boy,khjoko/pʌti,khjoko,kʰ j o + k o,,Ghale-Gurung,,,^khj o k o $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Laprak-115_boy-2,,Ghale-Gurung-Laprak,115_boy,khjoko/pʌti,pʌti,p ʌ + t i,,Ghale-Gurung,,,^p ʌ t i $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-115_boy-1,,Ghale-Gurung-Gumda,115_boy,khjukʌ,khjukʌ,kʰ j u + k ʌ,,Ghale-Gurung,,,^khj u k ʌ $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-115_boy-1,,Gurung-Sirubari,115_boy,apũi,apũi,a + p ũi,,Gurung,,,^a p ũi$,Gurung-Sirubari,,,
Gurung-Pokhara-115_boy-1,,Gurung-Pokhara,115_boy,kolo,kolo,k o + l o,,Gurung,,,^k o l o $,Gurung-Pokhara,,,
Gurung-Sikles-115_boy-1,,Gurung-Sikles,115_boy,pjũtsʌtmʌi,pjũtsʌtmʌi,p j ũ + ts ʌ t + m ʌi,,Gurung,,,^pj ũ ts ʌ tm ʌi$,Gurung-Sikles,,,
Gurung-Khasur-115_boy-1,,Gurung-Khasur,115_boy,phrisĩ,phrisĩ,pʰ r i + s ĩ,,Gurung,,,^phr i s ĩ $,Gurung-Khasur,,,
Gurung-Bhujung-115_boy-1,,Gurung-Bhujung,115_boy,phrʌĩsẽ,phrʌĩsẽ,pʰ r ʌĩ + s ẽ,,Gurung,,,^phr ʌĩ s ẽ $,Gurung-Bhujung,,,
Jirel-Sikri-115_boy-1,,Jirel-Sikri,115_boy,kjobomi,kjobomi,k j o + b o + m i,,Jirel,,,^kj o b o m i $,Jirel-Sikri,,,
Jirel-Kharoban-115_boy-1,,Jirel-Kharoban,115_boy,kjobo phidza,kjobo_^phidza,k j o + b o pʰ i + dz a,,Jirel,,,^kj o b o _ ^ph i dz a $,Jirel-Kharoban,,,
Jirel-Chhetrapa-115_boy-1,,Jirel-Chhetrapa,115_boy,kjogophidza,kjogophidza,k j o + g o + pʰ i + dz a,,Jirel,,,^kj o g o ph i dz a $,Jirel-Chhetrapa,,,
Jirel-Yarsa-115_boy-1,,Jirel-Yarsa,115_boy,khwapa phidza/ phudzuŋ,khwapa_^phidza,kʰ w a + p a pʰ i + dz a,,Jirel,,,^khw a p a _ ^ph i dz a $,Jirel-Yarsa,,,
Jirel-Yarsa-115_boy-2,,Jirel-Yarsa,115_boy,khwapa phidza/ phudzuŋ,phudzuŋ,pʰ u + dz u + ŋ,,Jirel,,,^ph u dz u ŋ $,Jirel-Yarsa,,,
Athpahariya-Santang-116_girl-1,,Athpahariya-Santang,116_girl,mheshyema,mheshyema,m̥ e ʃ j e + m a,,Athpahariya,,,^mh e sh ye m a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-116_girl-1,,Athpahariya-Tekunala,116_girl,mheshyema,mheshyema,m̥ e ʃ j e + m a,,Athpahariya,,,^mh e sh ye m a $,Athpahariya-Tekunala,,,
Belhare-Guthitar-116_girl-1,,Belhare-Guthitar,116_girl,mhetshya,mhetshya,m̥ e + tsʰ j a,,Athpahariya,,,^mh e tsh ya$,Belhare-Guthitar,,,
Athpahariya-Khalde-116_girl-1,,Athpahariya-Khalde,116_girl,pitshatsi,pitshatsi,p i + tsʰ a + ts i,,Athpahariya,,,^p i tsh a ts i $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-116_girl-1,,Athpahariya-Hatiya,116_girl,mheshyema,mheshyema,m̥ e ʃ j e + m a,,Athpahariya,,,^mh e sh ye m a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-116_girl-1,,Bantawa-Khoku,116_girl,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Khoku,,,
Bantawa-Lungin-116_girl-1,,Bantawa-Lungin,116_girl,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Lungin,,,
Bantawa-Thidingkha-116_girl-1,,Bantawa-Thidingkha,116_girl,kamecha,kamecha,k a + m e + tsʰ a,,Bantawa,,,^k a m e ch a $,Bantawa-Thidingkha,,,
Bantawa-Timma-116_girl-1,,Bantawa-Timma,116_girl,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Timma,,,
Bantawa-Okhre-116_girl-1,,Bantawa-Okhre,116_girl,mechacha,mechacha,m e + tsʰ a + tsʰ a,,Bantawa,,,^m e ch a ch a $,Bantawa-Okhre,,,
Belhare-Belhare-116_girl-1,,Belhare-Belhare,116_girl,myachya,myachya,m j a + tʃʰ j a,,Belhare,,,^m ya ch ya$,Belhare-Belhare,,,
Belhare-Piple-116_girl-1,,Belhare-Piple,116_girl,myachya,myachya,m j a + tʃʰ j a,,Belhare,,,^m ya ch ya$,Belhare-Piple,,,
Belhare-Guthitar-116_girl-2,,Belhare-Guthitar,116_girl,mhechya,mhechya,m̥ e + tʃʰ j a,,Belhare,,,^mh e ch ya$,Belhare-Guthitar,,,
Belhare-Rudrabari-116_girl-1,,Belhare-Rudrabari,116_girl,miacha,miacha,m i/j a + tʃʰ a,,Belhare,,,^m ia ch a $,Belhare-Rudrabari,,,
Chamling-Hadunge-116_girl-1,,Chamling-Hadunge,116_girl,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Hadunge,,,
Chamling-Halesi-116_girl-1,,Chamling-Halesi,116_girl,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Halesi,,,
Chamling-Ratanchha-116_girl-1,,Chamling-Ratanchha,116_girl,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Ratanchha,,,
Chamling-Balamta-116_girl-1,,Chamling-Balamta,116_girl,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Balamta,,,
Chamling-Aaptar-116_girl-1,,Chamling-Aaptar,116_girl,mari,mari,m a + r i,,Chamling,,,^m a r i $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-116_girl-1,,Chintang-ChaudhariTole,116_girl,mechicha,mechicha,m e + tʃʰ i + tʃʰ a,,Chintang,,,^m e ch i ch a $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-116_girl-1,,Chintang-Mulgaun,116_girl,ma,ma,m a,,Chintang,,,^m a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-116_girl-1,,Chintang-Nangchhuwa,116_girl,mechicha,mechicha,m e + tʃʰ i + tʃʰ a,,Chintang,,,^m e ch i ch a $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-116_girl-1,,Chintang-Mangthana,116_girl,ma,ma,m a,,Chintang,,,^m a $,Chintang-Mangthana,,,
Chintang-Chambak-116_girl-1,,Chintang-Chambak,116_girl,mechicha,mechicha,m e + tʃʰ i + tʃʰ a,,Chintang,,,^m e ch i ch a $,Chintang-Chambak,,,
Chulung-Barbhanjyang-116_girl-1,,Chulung-Barbhanjyang,116_girl,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Barbhanjyang,,,
Chulung-Gairi-116_girl-1,,Chulung-Gairi,116_girl,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Gairi,,,
Chulung-Pakha-116_girl-1,,Chulung-Pakha,116_girl,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Pakha,,,
Chulung-Pokla-116_girl-1,,Chulung-Pokla,116_girl,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Pokla,,,
Chulung-Sukeahal-116_girl-1,,Chulung-Sukeahal,116_girl,mijacha,mijacha,m i + dʒ a + tʃʰ a,,Chulung,,,^m i j a ch a $,Chulung-Sukeahal,,,
Dhimal-West-116_girl-1,,Dhimal-West,116_girl,bedzan,bedzan,b e + dz a n,,Dhimal,,,^b e dz a n$,Dhimal-West,,,
Dhimal-East-116_girl-1,,Dhimal-East,116_girl,bedzan,bedzan,b e + dz a n,,Dhimal,,,^b e dz a n$,Dhimal-East,,,
Dulung-Bartole-116_girl-1,,Dulung-Bartole,116_girl,mertshama,mertshama,m e r + tsʰ a + m a,,Dulung,,,^m e rtsh a m a $,Dulung-Bartole,,,
Dulung-Dandatole-116_girl-1,,Dulung-Dandatole,116_girl,mertshama,mertshama,m e r + tsʰ a + m a,,Dulung,,,^m e rtsh a m a $,Dulung-Dandatole,,,
Dulung-Tharpu-116_girl-1,,Dulung-Tharpu,116_girl,mertshama,mertshama,m e r + tsʰ a + m a,,Dulung,,,^m e rtsh a m a $,Dulung-Tharpu,,,
Dulung-Chaukibari-116_girl-1,,Dulung-Chaukibari,116_girl,mertshama,mertshama,m e r + tsʰ a + m a,,Dulung,,,^m e rtsh a m a $,Dulung-Chaukibari,,,
Dulung-Bastim-116_girl-1,,Dulung-Bastim,116_girl,metshoɂbaŋ,metshoɂbaŋ,m e + tsʰ o ʔ + b a + ŋ,,Dulung,,,^m e tsh o ɂ b a ŋ $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-116_girl-1,,Ghale-Gurung-Mandre,116_girl,mʌdipudzʌ,mʌdipudzʌ,m ʌ + d i + p u + dz ʌ,,Ghale-Gurung,,,^m ʌ d i p u dz ʌ $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-116_girl-1,,Ghale-Gurung-Barpak1,116_girl,mʌdibudzʌ,mʌdibudzʌ,m ʌ + d i + b u + dz ʌ,,Ghale-Gurung,,,^m ʌ d i b u dz ʌ $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-116_girl-1,,Ghale-Gurung-Barpak2,116_girl,mʌidzʌ,mʌidzʌ,m ʌi + dz ʌ,,Ghale-Gurung,,,^m ʌi dz ʌ $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-116_girl-1,,Ghale-Gurung-Laprak,116_girl,mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Gumda-116_girl-1,,Ghale-Gurung-Gumda,116_girl,mʌdi,mʌdi,m ʌ + d i,,Ghale-Gurung,,,^m ʌ d i $,Ghale-Gurung-Gumda,,,
Gurung-Sirubari-116_girl-1,,Gurung-Sirubari,116_girl,mrisjo,mrisjo,m r i s + j o,,Gurung,,,^mr i sj o $,Gurung-Sirubari,,,
Gurung-Pokhara-116_girl-1,,Gurung-Pokhara,116_girl,mrisjo,mrisjo,m r i s + j o,,Gurung,,,^mr i sj o $,Gurung-Pokhara,,,
Gurung-Sikles-116_girl-1,,Gurung-Sikles,116_girl,ritsʌtmʌi,ritsʌtmʌi,r i + ts ʌ t + m ʌi,,Gurung,,,^r i ts ʌ tm ʌi$,Gurung-Sikles,,,
Gurung-Khasur-116_girl-1,,Gurung-Khasur,116_girl,tshʌmime,tshʌmime,tsʰ ʌ + m i + m e,,Gurung,,,^tsh ʌ m i m e $,Gurung-Khasur,,,
Gurung-Bhujung-116_girl-1,,Gurung-Bhujung,116_girl,rimʌi,rimʌi,r i + m ʌi,,Gurung,,,^r i m ʌi$,Gurung-Bhujung,,,
Jirel-Sikri-116_girl-1,,Jirel-Sikri,116_girl,pheme phidza,pheme_^phidza,pʰ e + m e pʰ i + dz a,,Jirel,,,^ph e m e _ ^ph i dz a $,Jirel-Sikri,,,
Jirel-Kharoban-116_girl-1,,Jirel-Kharoban,116_girl,phemme phidza,phemme_^phidza,pʰ e m + m e pʰ i + dz a,,Jirel,,,^ph e mm e _ ^ph i dz a $,Jirel-Kharoban,,,
Jirel-Chhetrapa-116_girl-1,,Jirel-Chhetrapa,116_girl,phomophidz a,phomophidz_^a,pʰ o + m o + pʰ i + dz a,,Jirel,,,^ph o m o ph i dz _ ^a $,Jirel-Chhetrapa,,,
Jirel-Yarsa-116_girl-1,,Jirel-Yarsa,116_girl,pumu phidza/ phuma,pumu_^phidza,p u + m u pʰ i + dz a,,Jirel,,,^p u m u _ ^ph i dz a $,Jirel-Yarsa,,,
Jirel-Yarsa-116_girl-2,,Jirel-Yarsa,116_girl,pumu phidza/ phuma,phuma,pʰ u + m a,,Jirel,,,^ph u m a $,Jirel-Yarsa,,,
Athpahariya-Santang-117_day-1,,Athpahariya-Santang,117_day,lemba,lemba,l e m + b a,,Athpahariya,,,^l e mb a $,Athpahariya-Santang,,,
Athpahariya-Tekunala-117_day-1,,Athpahariya-Tekunala,117_day,din,din,d i + n,,Athpahariya,,,^d i n $,Athpahariya-Tekunala,,,
Belhare-Guthitar-117_day-1,,Belhare-Guthitar,117_day,din,din,d i n,,Athpahariya,,,^d i n$,Belhare-Guthitar,,,
Athpahariya-Khalde-117_day-1,,Athpahariya-Khalde,117_day,lenna,lenna,l e n + n a,,Athpahariya,,,^l e nn a $,Athpahariya-Khalde,,,
Athpahariya-Hatiya-117_day-1,,Athpahariya-Hatiya,117_day,lemba,lemba,l e m + b a,,Athpahariya,,,^l e mb a $,Athpahariya-Hatiya,,,
Bantawa-Khoku-117_day-1,,Bantawa-Khoku,117_day,kholen,kholen,kʰ o + l e n,,Bantawa,,,^kh o l e n$,Bantawa-Khoku,,,
Bantawa-Lungin-117_day-1,,Bantawa-Lungin,117_day,len,len,l e n,,Bantawa,,,^l e n$,Bantawa-Lungin,,,
Bantawa-Thidingkha-117_day-1,,Bantawa-Thidingkha,117_day,len,len,l e n,,Bantawa,,,^l e n$,Bantawa-Thidingkha,,,
Bantawa-Timma-117_day-1,,Bantawa-Timma,117_day,len,len,l e n,,Bantawa,,,^l e n$,Bantawa-Timma,,,
Bantawa-Okhre-117_day-1,,Bantawa-Okhre,117_day,len,len,l e n,,Bantawa,,,^l e n$,Bantawa-Okhre,,,
Belhare-Belhare-117_day-1,,Belhare-Belhare,117_day,din,din,d i n,,Belhare,,,^d i n$,Belhare-Belhare,,,
Belhare-Piple-117_day-1,,Belhare-Piple,117_day,hambakha,hambakha,h a m + b a + kʰ a,,Belhare,,,^h a mb a kh a $,Belhare-Piple,,,
Belhare-Guthitar-117_day-2,,Belhare-Guthitar,117_day,din,din,d i n,,Belhare,,,^d i n$,Belhare-Guthitar,,,
Belhare-Rudrabari-117_day-1,,Belhare-Rudrabari,117_day,din,din,d i n,,Belhare,,,^d i n$,Belhare-Rudrabari,,,
Chamling-Hadunge-117_day-1,,Chamling-Hadunge,117_day,kholʌi,kholʌi,kʰ o + l ʌi,,Chamling,,,^kh o l ʌi $,Chamling-Hadunge,,,
Chamling-Halesi-117_day-1,,Chamling-Halesi,117_day,kholʌi,kholʌi,kʰ o + l ʌi,,Chamling,,,^kh o l ʌi $,Chamling-Halesi,,,
Chamling-Ratanchha-117_day-1,,Chamling-Ratanchha,117_day,kholʌi,kholʌi,kʰ o + l ʌi,,Chamling,,,^kh o l ʌi $,Chamling-Ratanchha,,,
Chamling-Balamta-117_day-1,,Chamling-Balamta,117_day,kholʌi,kholʌi,kʰ o + l ʌi,,Chamling,,,^kh o l ʌi $,Chamling-Balamta,,,
Chamling-Aaptar-117_day-1,,Chamling-Aaptar,117_day,kholʌi,kholʌi,kʰ o + l ʌi,,Chamling,,,^kh o l ʌi $,Chamling-Aaptar,,,
Chintang-ChaudhariTole-117_day-1,,Chintang-ChaudhariTole,117_day,ulenḍu,ulenḍu,u + l e n + ɖ u,,Chintang,,,^u l e nḍ u $,Chintang-ChaudhariTole,,,
Chintang-Mulgaun-117_day-1,,Chintang-Mulgaun,117_day,dina,dina,d i + n a,,Chintang,,,^d i n a $,Chintang-Mulgaun,,,
Chintang-Nangchhuwa-117_day-1,,Chintang-Nangchhuwa,117_day,ulenḍu,ulenḍu,u + l e n + ɖ u,,Chintang,,,^u l e nḍ u $,Chintang-Nangchhuwa,,,
Chintang-Mangthana-117_day-1,,Chintang-Mangthana,117_day,dina,dina,d i + n a,,Chintang,,,^d i n a $,Chintang-Mangthana,,,
Chintang-Chambak-117_day-1,,Chintang-Chambak,117_day,ulenḍu,ulenḍu,u + l e n + ɖ u,,Chintang,,,^u l e nḍ u $,Chintang-Chambak,,,
Chulung-Barbhanjyang-117_day-1,,Chulung-Barbhanjyang,117_day,len,len,l e n,,Chulung,,,^l e n$,Chulung-Barbhanjyang,,,
Chulung-Gairi-117_day-1,,Chulung-Gairi,117_day,len,len,l e n,,Chulung,,,^l e n$,Chulung-Gairi,,,
Chulung-Pakha-117_day-1,,Chulung-Pakha,117_day,len,len,l e n,,Chulung,,,^l e n$,Chulung-Pakha,,,
Chulung-Pokla-117_day-1,,Chulung-Pokla,117_day,len,len,l e n,,Chulung,,,^l e n$,Chulung-Pokla,,,
Chulung-Sukeahal-117_day-1,,Chulung-Sukeahal,117_day,len,len,l e n,,Chulung,,,^l e n$,Chulung-Sukeahal,,,
Dhimal-West-117_day-1,,Dhimal-West,117_day,din,din,d i n,,Dhimal,,,^d i n$,Dhimal-West,,,
Dhimal-East-117_day-1,,Dhimal-East,117_day,din,din,d i n,,Dhimal,,,^d i n$,Dhimal-East,,,
Dulung-Bartole-117_day-1,,Dulung-Bartole,117_day,len,len,l e + n,,Dulung,,,^l e n $,Dulung-Bartole,,,
Dulung-Dandatole-117_day-1,,Dulung-Dandatole,117_day,lenṭo,lenṭo,l e n + ʈ o,,Dulung,,,^l e nṭ o $,Dulung-Dandatole,,,
Dulung-Tharpu-117_day-1,,Dulung-Tharpu,117_day,lenṭo,lenṭo,l e n + ʈ o,,Dulung,,,^l e nṭ o $,Dulung-Tharpu,,,
Dulung-Chaukibari-117_day-1,,Dulung-Chaukibari,117_day,len,len,l e + n,,Dulung,,,^l e n $,Dulung-Chaukibari,,,
Dulung-Bastim-117_day-1,,Dulung-Bastim,117_day,len,len,l e + n,,Dulung,,,^l e n $,Dulung-Bastim,,,
Ghale-Gurung-Mandre-117_day-1,,Ghale-Gurung-Mandre,117_day,no,no,n o,,Ghale-Gurung,,,^n o $,Ghale-Gurung-Mandre,,,
Ghale-Gurung-Barpak1-117_day-1,,Ghale-Gurung-Barpak1,117_day,no,no,n o,,Ghale-Gurung,,,^n o $,Ghale-Gurung-Barpak1,,,
Ghale-Gurung-Barpak2-117_day-1,,Ghale-Gurung-Barpak2,117_day,no,no,n o,,Ghale-Gurung,,,^n o $,Ghale-Gurung-Barpak2,,,
Ghale-Gurung-Laprak-117_day-1,,Ghale-Gurung-Laprak,117_day,dini/no,dini,d i + n i,,Ghale-Gurung,,,^d i n i $,Ghale-Gurung-Laprak,,,
Ghale-Gurung-Laprak-117_day-2,,Ghale-Gurung-Laprak,117_day,dini/no,no,n o,,Ghale-Gurung,,,^n o $,Ghale-Gurung-Laprak,,,
