ID	DOCULECT	DATASET	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_ID	VALUE	FORM	TOKENS	PAGES
1773	Timma, Rimchim	Bantawa	143.	small	small	cuppaŋ	cuppaŋ	c u pp a ŋ	144
1774	Okhre, Khena	Bantawa	143.	small	small	cuppaŋ	cuppaŋ	c u pp a ŋ	144
2678	Belhara	Belhare	143.	small	small	ciʔna	ciʔna	c i ʔ n a	91
2679	Piple	Belhare	143.	small	small	itikha	itikha	i t i kh a	91
2680	Guthitar	Belhare	143.	small	small	ciktuwa	ciktuwa	c i k t u w a	91
2681	Rudra bari	Belhare	143.	small	small	ci:kha	ci:kha	c i: kh a	91
3657	Hadunge	Chamling	143.	small	small	ikiniko	ikiniko	i k i n i k o	97
3658	Halesi	Chamling	143.	small	small	ikiniko	ikiniko	i k i n i k o	97
3659	Ratanchha	Chamling	143.	small	small	ikiniko	ikiniko	i k i n i k o	97
3660	Balamta	Chamling	143.	small	small	ikiniko	ikiniko	i k i n i k o	97
3661	Aaptar	Chamling	143.	small	small	ikiniko	ikiniko	i k i n i k o	97
4712	Chaudhari Tole	Chintang	143.	small	small	pucune	pucune	p u c u n e	131
4713	Mulgaun	Chintang	143.	small	small	cileʔwa	cileʔwa	c i l e ʔ w a	131
4714	Nangchhuwa	Chintang	143.	small	small	mikha	mikha	m i kh a	131
4715	Mangthana	Chintang	143.	small	small	migo	migo	m i g o	131
4716	Chambak	Chintang	143.	small	small	piccu	piccu	p i cc u	131
5699	Barbhanjyang	Chulung	143.	small	small	cɨpduba	cɨpduba	c ɨ p d u b a	120
5700	Gairi	Chulung	143.	small	small	ciduwa	ciduwa	c i d u w a	120
5701	Pakha	Chulung	143.	small	small	ciduwa	ciduwa	c i d u w a	120
5702	Pokla	Chulung	143.	small	small	cittuba	cittuba	c i tt u b a	120
5703	Suke-ahal	Chulung	143.	small	small	cidduba	cidduba	c i dd u b a	120
6308	Dhimal West	Dhimal	143.	small	small	atuŋka	atuŋka	a t u ŋ k a	96
6309	Dhimal East	Dhimal	143.	small	small	mhinka	mhinka	mh i n k a	96
7159	Bartole	Dulung	143.	small	small	tsuk	tsuk	ts u k	92
7160	Dandatole	Dulung	143.	small	small	tsukko	tsukko	ts u kk o	92
7161	Tharpu	Dulung	143.	small	small	tsukho	tsukho	ts u kh o	92
7162	Chaukibari	Dulung	143.	small	small	tsukko	tsukko	ts u kk o	92
7163	Bastim	Dulung	143.	small	small	tsupʌ	tsupʌ	ts u p ʌ	92
8305	Mandre	Ghale-Gurung	143.	small	small	tsidʌ	tsidʌ	ts i d ʌ	66
8306	Barpak1	Ghale-Gurung	143.	small	small	dzidʌ/ŋjaŋ	dzidʌ	dz i d ʌ	66
8307	Barpak1	Ghale-Gurung	143.	small	small	dzidʌ/ŋjaŋ	ŋjaŋ	ŋ j a ŋ	66
8308	Brpak2 (Ghale)	Ghale-Gurung	143.	small	small	dzidʌ	dzidʌ	dz i d ʌ	66
8309	Laprak	Ghale-Gurung	143.	small	small	ŋjaŋ	ŋjaŋ	ŋ j a ŋ	66
8310	Gumda	Ghale-Gurung	143.	small	small	ŋjan	ŋjan	ŋ j a n	66
9380	Sirubari	Gurung	143.	small	small	tseleli	tseleli	ts e l e l i	77
9381	Pokhara	Gurung	143.	small	small	tshjõba	tshjõba	tsh j õ b a	77
9382	Sikles	Gurung	143.	small	small	tsjʌ̃ba	tsjʌ̃ba	ts j ʌ̃ b a	77
9383	Khasur	Gurung	143.	small	small	tsjauna	tsjauna	ts j au n a	77
9384	Bhujung	Gurung	143.	small	small	tshʌdza	tshʌdza	tsh ʌ dz a	77
10412	Sikri	Jirel	143.	small	small	.teḳte / .tịṭti	.teḳte	t e ḳ t e	86
10413	Sikri	Jirel	143.	small	small	.teḳte / .tịṭti	.tịṭti	t ị ṭ t i	86
10414	Kharoban	Jirel	143.	small	small	.teḳtei	.teḳtei	t e ḳ t ei	86
10415	Chhetrapa	Jirel	143.	small	small	.tikpidzi / .tikpisik	.tikpidzi	t i k p i dz i	86
10416	Chhetrapa	Jirel	143.	small	small	.tikpidzi / .tikpisik	.tikpisik	t i k p i s i k	86
10417	Yarsa	Jirel	143.	small	small	.tiḳti	.tiḳti	t i ḳ t i	86
717	Santang	Athpahariya	144.	heavy	heavy	likna	likna	l i k n a	102
718	Tekunala	Athpahariya	144.	heavy	heavy	likna	likna	l i k n a	102
719	Guthitar	Athpahariya	144.	heavy	heavy	yeika	yeika	yei k a	102
720	Khalde	Athpahariya	144.	heavy	heavy	likna	likna	l i k n a	102
721	Hatiya /Dhan kuta Bazaar	Athpahariya	144.	heavy	heavy	likna	likna	l i k n a	102
1775	Khoku, Dhankuta	Bantawa	144.	heavy	heavy	lɨkjaŋ	lɨkjaŋ	l ɨ k j a ŋ	144
1776	Lungin (Hatuwa)	Bantawa	144.	heavy	heavy	lɨjaŋ	lɨjaŋ	l ɨ j a ŋ	144
1777	Thidingkha, (Amchok)	Bantawa	144.	heavy	heavy	ləjaŋwo	ləjaŋwo	l ə j a ŋ w o	144
1778	Timma, Rimchim	Bantawa	144.	heavy	heavy	gəruŋ	gəruŋ	g ə r u ŋ	144
1779	Okhre, Khena	Bantawa	144.	heavy	heavy	thenma	thenma	th e n m a	144
2682	Belhara	Belhare	144.	heavy	heavy	liʔuka	liʔuka	l i ʔ u k a	91
2683	Piple	Belhare	144.	heavy	heavy	liʔhiu	liʔhiu	l i ʔh iu	91
2684	Guthitar	Belhare	144.	heavy	heavy	yeika	yeika	yei k a	91
2685	Rudra bari	Belhare	144.	heavy	heavy	liʔukha	liʔukha	l i ʔ u kh a	91
3662	Hadunge	Chamling	144.	heavy	heavy	dhiseko	dhiseko	dh i s e k o	97
3663	Halesi	Chamling	144.	heavy	heavy	dhiseko	dhiseko	dh i s e k o	97
3664	Ratanchha	Chamling	144.	heavy	heavy	dhiseko	dhiseko	dh i s e k o	97
3665	Balamta	Chamling	144.	heavy	heavy	dhiseko	dhiseko	dh i s e k o	97
3666	Aaptar	Chamling	144.	heavy	heavy	dhiseko	dhiseko	dh i s e k o	97
4717	Chaudhari Tole	Chintang	144.	heavy	heavy	lukṭe	lukṭe	l u k ṭ e	131
4718	Mulgaun	Chintang	144.	heavy	heavy	ṭɨkṭe	ṭɨkṭe	ṭ ɨ k ṭ e	131
4719	Nangchhuwa	Chintang	144.	heavy	heavy	lɨkʔno	lɨkʔno	l ɨ k ʔ n o	131
4720	Mangthana	Chintang	144.	heavy	heavy	ṭɨkṭe	ṭɨkṭe	ṭ ɨ k ṭ e	131
4721	Chambak	Chintang	144.	heavy	heavy	lukṭe/ṭɨkṭe/lɨkʔno	lukṭe	l u k ṭ e	131
4722	Chambak	Chintang	144.	heavy	heavy	lukṭe/ṭɨkṭe/lɨkʔno	ṭɨkṭe	ṭ ɨ k ṭ e	131
4723	Chambak	Chintang	144.	heavy	heavy	lukṭe/ṭɨkṭe/lɨkʔno	lɨkʔno	l ɨ k ʔ n o	131
5384	Barbhanjyang	Chulung	144.	heavy	heavy	lɨkpa	lɨkpa	l ɨ k p a	118
5385	Gairi	Chulung	144.	heavy	heavy	lɨkne	lɨkne	l ɨ k n e	118
5386	Pakha	Chulung	144.	heavy	heavy	lɨkpa	lɨkpa	l ɨ k p a	118
5387	Pokla	Chulung	144.	heavy	heavy	likpa	likpa	l i k p a	118
5388	Suke-ahal	Chulung	144.	heavy	heavy	lɨkte	lɨkte	l ɨ k t e	118
6310	Dhimal West	Dhimal	144.	heavy	heavy	lʰika	lʰika	lʰ i k a	96
6311	Dhimal East	Dhimal	144.	heavy	heavy	rhika	rhika	rh i k a	96
7164	Bartole	Dulung	144.	heavy	heavy	bhari	bhari	bh a r i	92
7165	Dandatole	Dulung	144.	heavy	heavy	rentso	rentso	r e n ts o	92
7166	Tharpu	Dulung	144.	heavy	heavy	luŋtsho	luŋtsho	l u ŋ tsh o	92
7167	Chaukibari	Dulung	144.	heavy	heavy	luŋtsho	luŋtsho	l u ŋ tsh o	92
7168	Bastim	Dulung	144.	heavy	heavy	luŋtsheɂp	luŋtsheɂp	l u ŋ tsh e ɂ p	92
8311	Mandre	Ghale-Gurung	144.	heavy	heavy	le	le	l e	66
8312	Barpak1	Ghale-Gurung	144.	heavy	heavy	le	le	l e	66
8313	Brpak2 (Ghale)	Ghale-Gurung	144.	heavy	heavy	le	le	l e	66
8314	Laprak	Ghale-Gurung	144.	heavy	heavy	li/liphapha	li	l i	66
8315	Laprak	Ghale-Gurung	144.	heavy	heavy	li/liphapha	liphapha	l i ph a ph a	66
8316	Gumda	Ghale-Gurung	144.	heavy	heavy	li	li	l i	66
9385	Sirubari	Gurung	144.	heavy	heavy	li:ba	li:ba	l i: b a	77
9386	Pokhara	Gurung	144.	heavy	heavy	li:ba	li:ba	l i: b a	77
9387	Sikles	Gurung	144.	heavy	heavy	li:ba	li:ba	l i: b a	77
9388	Khasur	Gurung	144.	heavy	heavy	li:ba	li:ba	l i: b a	77
9389	Bhujung	Gurung	144.	heavy	heavy	li:ba	li:ba	l i: b a	77
10418	Sikri	Jirel	144.	heavy	heavy	tsinde /tsende	tsinde	ts i n d e	86
10419	Sikri	Jirel	144.	heavy	heavy	tsinde /tsende	tsende	ts e n d e	86
10420	Kharoban	Jirel	144.	heavy	heavy	tsende	tsende	ts e n d e	86
10421	Chhetrapa	Jirel	144.	heavy	heavy	tsende/ tsedde	tsende	ts e n d e	86
10422	Chhetrapa	Jirel	144.	heavy	heavy	tsende/ tsedde	tsedde	ts e dd e	86
10423	Yarsa	Jirel	144.	heavy	heavy	tsende	tsende	ts e n d e	86
722	Santang	Athpahariya	145.	light	light	yaŋna	yaŋna	ya ŋ n a	102
723	Tekunala	Athpahariya	145.	light	light	yaŋna	yaŋna	ya ŋ n a	102
724	Guthitar	Athpahariya	145.	light	light	yeŋyuk	yeŋyuk	ye ŋ yu k	102
725	Khalde	Athpahariya	145.	light	light	yaŋna	yaŋna	ya ŋ n a	102
726	Hatiya /Dhan kuta Bazaar	Athpahariya	145.	light	light	limina	limina	l i m i n a	102
1780	Khoku, Dhankuta	Bantawa	145.	light	light	jaŋjaŋ	jaŋjaŋ	j a ŋ j a ŋ	144
1781	Lungin (Hatuwa)	Bantawa	145.	light	light	jaŋjaŋ	jaŋjaŋ	j a ŋ j a ŋ	144
1782	Thidingkha, (Amchok)	Bantawa	145.	light	light	jaŋjaŋ	jaŋjaŋ	j a ŋ j a ŋ	144
1783	Timma, Rimchim	Bantawa	145.	light	light	həluŋ	həluŋ	h ə l u ŋ	144
1784	Okhre, Khena	Bantawa	145.	light	light	jaŋjaŋ	jaŋjaŋ	j a ŋ j a ŋ	144
2686	Belhara	Belhare	145.	light	light	yãukha	yãukha	yãu kh a	91
2687	Piple	Belhare	145.	light	light	yeŋyu	yeŋyu	ye ŋ yu	91
2688	Guthitar	Belhare	145.	light	light	yeŋyuk	yeŋyuk	ye ŋ yu k	91
2689	Rudra bari	Belhare	145.	light	light	yãukha	yãukha	yãu kh a	91
3667	Hadunge	Chamling	145.	light	light	iɦõsa	iɦõsa	i ɦ õ s a	97
3668	Halesi	Chamling	145.	light	light	iɦõsa	iɦõsa	i ɦ õ s a	97
3669	Ratanchha	Chamling	145.	light	light	iɦõsa	iɦõsa	i ɦ õ s a	97
3670	Balamta	Chamling	145.	light	light	iɦõsa	iɦõsa	i ɦ õ s a	97
3671	Aaptar	Chamling	145.	light	light	iɦõsa	iɦõsa	i ɦ õ s a	97
4724	Chaudhari Tole	Chintang	145.	light	light	somno	somno	s o m n o	131
4725	Mulgaun	Chintang	145.	light	light	somse	somse	s o ms e	131
4726	Nangchhuwa	Chintang	145.	light	light	somno	somno	s o m n o	131
4727	Mangthana	Chintang	145.	light	light	somse	somse	s o ms e	131
4728	Chambak	Chintang	145.	light	light	somno	somno	s o m n o	131
5449	Barbhanjyang	Chulung	145.	light	light	jeŋba	jeŋba	j e ŋ b a	118
5450	Gairi	Chulung	145.	light	light	jeŋba	jeŋba	j e ŋ b a	118
5451	Pakha	Chulung	145.	light	light	jeŋba	jeŋba	j e ŋ b a	118
5452	Pokla	Chulung	145.	light	light	jeŋba	jeŋba	j e ŋ b a	118
5453	Suke-ahal	Chulung	145.	light	light	eŋba	eŋba	e ŋ b a	118
6312	Dhimal West	Dhimal	145.	light	light	homka	homka	h o m k a	96
6313	Dhimal East	Dhimal	145.	light	light	homka	homka	h o m k a	96
7169	Bartole	Dulung	145.	light	light	hʌlʌca	hʌlʌca	h ʌ l ʌ c a	92
7170	Dandatole	Dulung	145.	light	light	ɦʌluŋ	ɦʌluŋ	ɦ ʌ l u ŋ	92
7171	Tharpu	Dulung	145.	light	light	jangotsh	jangotsh	j a n g o tsh	92
7172	Chaukibari	Dulung	145.	light	light	jaŋgo	jaŋgo	j a ŋ g o	92
7173	Bastim	Dulung	145.	light	light	jaŋtsheɂp	jaŋtsheɂp	j a ŋ tsh e ɂ p	92
8317	Mandre	Ghale-Gurung	145.	light	light	jʌŋʌ	jʌŋʌ	j ʌ ŋ ʌ	66
8318	Barpak1	Ghale-Gurung	145.	light	light	jʌŋʌ	jʌŋʌ	j ʌ ŋ ʌ	66
8319	Brpak2 (Ghale)	Ghale-Gurung	145.	light	light	jʌnʌ	jʌnʌ	j ʌ n ʌ	66
8320	Laprak	Ghale-Gurung	145.	light	light	jʌ̃/ jʌŋsise	jʌ̃	j ʌ̃	66
8321	Laprak	Ghale-Gurung	145.	light	light	jʌ̃/ jʌŋsise	jʌŋsise	j ʌ ŋs i s e	66
8322	Gumda	Ghale-Gurung	145.	light	light	jaŋ	jaŋ	j a ŋ	66
9390	Sirubari	Gurung	145.	light	light	jõba	jõba	j õ b a	77
9391	Pokhara	Gurung	145.	light	light	jõba	jõba	j õ b a	77
9392	Sikles	Gurung	145.	light	light	ŋjõba	ŋjõba	ŋ j õ b a	77
9393	Khasur	Gurung	145.	light	light	jõba	jõba	j õ b a	77
9394	Bhujung	Gurung	145.	light	light	jõba	jõba	j õ b a	77
10424	Sikri	Jirel	145.	light	light	eŋge / ine	eŋge	e ŋ g e	86
10425	Sikri	Jirel	145.	light	light	eŋge / ine	ine	i n e	86
10426	Kharoban	Jirel	145.	light	light	eŋge	eŋge	e ŋ g e	86
10427	Chhetrapa	Jirel	145.	light	light	eŋge	eŋge	e ŋ g e	86
10428	Yarsa	Jirel	145.	light	light	eŋge	eŋge	e ŋ g e	86
727	Santang	Athpahariya	146.	above	above	toba	toba	t o b a	103
728	Tekunala	Athpahariya	146.	above	above	tona	tona	t o n a	103
729	Guthitar	Athpahariya	146.	above	above	tubak	tubak	t u b a k	103
730	Khalde	Athpahariya	146.	above	above	toba	toba	t o b a	103
731	Hatiya /Dhan kuta Bazaar	Athpahariya	146.	above	above	tombo/tona	tombo	t o m b o	103
732	Hatiya /Dhan kuta Bazaar	Athpahariya	146.	above	above	tombo/tona	tona	t o n a	103
1785	Khoku, Dhankuta	Bantawa	146.	above	above	dhana	dhana	dh a n a	144
1786	Lungin (Hatuwa)	Bantawa	146.	above	above	dhə:na	dhə:na	dh ə: n a	144
1787	Thidingkha, (Amchok)	Bantawa	146.	above	above	dhani	dhani	dh a n i	144
1788	Timma, Rimchim	Bantawa	146.	above	above	dhani	dhani	dh a n i	144
1789	Okhre, Khena	Bantawa	146.	above	above	ḍhani	ḍhani	ḍh a n i	144
2690	Belhara	Belhare	146.	above	above	ʈuba	ʈuba	ʈ u b a	91
2691	Piple	Belhare	146.	above	above	ʈu:ba	ʈu:ba	ʈ u: b a	91
2692	Guthitar	Belhare	146.	above	above	ʈubak	ʈubak	ʈ u b a k	91
2693	Rudra bari	Belhare	146.	above	above	ʈu:ba	ʈu:ba	ʈ u: b a	91
3672	Hadunge	Chamling	146.	above	above	ɖhalo	ɖhalo	ɖh a l o	97
3673	Halesi	Chamling	146.	above	above	ɖhalo	ɖhalo	ɖh a l o	97
3674	Ratanchha	Chamling	146.	above	above	ɖhalo	ɖhalo	ɖh a l o	97
3675	Balamta	Chamling	146.	above	above	ɖhalo	ɖhalo	ɖh a l o	97
3676	Aaptar	Chamling	146.	above	above	ɖhalo	ɖhalo	ɖh a l o	97
4729	Chaudhari Tole	Chintang	146.	above	above	ṭoba	ṭoba	ṭ o b a	131
4730	Mulgaun	Chintang	146.	above	above	ṭoba	ṭoba	ṭ o b a	131
4731	Nangchhuwa	Chintang	146.	above	above	ṭoba	ṭoba	ṭ o b a	131
4732	Mangthana	Chintang	146.	above	above	ṭoba	ṭoba	ṭ o b a	131
4733	Chambak	Chintang	146.	above	above	ṭoba	ṭoba	ṭ o b a	131
5054	Barbhanjyang	Chulung	146.	above	above	tubak	tubak	t u b a k	116
5055	Gairi	Chulung	146.	above	above	tobak	tobak	t o b a k	116
5056	Pakha	Chulung	146.	above	above	tubak	tubak	t u b a k	116
5057	Pokla	Chulung	146.	above	above	tubak	tubak	t u b a k	116
5058	Suke-ahal	Chulung	146.	above	above	tobak	tobak	t o b a k	116
6314	Dhimal West	Dhimal	146.	above	above	ruta	ruta	r u t a	96
6315	Dhimal East	Dhimal	146.	above	above	rhuta	rhuta	rh u t a	96
7174	Bartole	Dulung	146.	above	above	ɦat̺eḍa	ɦat̺eḍa	ɦ a t̺ e ḍ a	92
7175	Dandatole	Dulung	146.	above	above	ɦat̺eḍa	ɦat̺eḍa	ɦ a t̺ e ḍ a	92
7176	Tharpu	Dulung	146.	above	above	ɦat̺eḍa	ɦat̺eḍa	ɦ a t̺ e ḍ a	92
7177	Chaukibari	Dulung	146.	above	above	ɦat̺eḍa	ɦat̺eḍa	ɦ a t̺ e ḍ a	92
7178	Bastim	Dulung	146.	above	above	ɦʌt̺eḍa	ɦʌt̺eḍa	ɦ ʌ t̺ e ḍ a	92
8323	Mandre	Ghale-Gurung	146.	above	above	to	to	t o	66
8324	Barpak1	Ghale-Gurung	146.	above	above	to	to	t o	66
8325	Brpak2 (Ghale)	Ghale-Gurung	146.	above	above	to/phja (over)	to	t o	66
8326	Brpak2 (Ghale)	Ghale-Gurung	146.	above	above	to/phja (over)	phja (over)	ph j a + ( o v e r )	66
8327	Laprak	Ghale-Gurung	146.	above	above	andar/tojor	andar	a n d a r	66
8328	Laprak	Ghale-Gurung	146.	above	above	andar/tojor	tojor	t o j o r	66
8329	Gumda	Ghale-Gurung	146.	above	above	phʌ	phʌ	ph ʌ	66
9395	Sirubari	Gurung	146.	above	above	kʌiru	kʌiru	k ʌi r u	77
9396	Pokhara	Gurung	146.	above	above	ṭai	ṭai	ṭ ai	77
9397	Sikles	Gurung	146.	above	above	ṭae	ṭae	ṭ ae	77
9398	Khasur	Gurung	146.	above	above	tuli	tuli	t u l i	77
9399	Bhujung	Gurung	146.	above	above	tosi	tosi	t o s i	77
10429	Sikri	Jirel	146.	above	above	kheŋla	kheŋla	kh e ŋ l a	87
10430	Kharoban	Jirel	146.	above	above	khella/ kheḷta	khella	kh e ll a	87
10431	Kharoban	Jirel	146.	above	above	khella/ kheḷta	kheḷta	kh e ḷ t a	87
10432	Chhetrapa	Jirel	146.	above	above	ine	ine	i n e	87
10433	Yarsa	Jirel	146.	above	above	jaŋge	jaŋge	j a ŋ g e	87
733	Santang	Athpahariya	147.	below	below	yoba	yoba	yo b a	103
734	Tekunala	Athpahariya	147.	below	below	yona	yona	yo n a	103
735	Guthitar	Athpahariya	147.	below	below	muba	muba	m u b a	103
736	Khalde	Athpahariya	147.	below	below	yoba	yoba	yo b a	103
737	Hatiya /Dhan kuta Bazaar	Athpahariya	147.	below	below	yombo/youna	yombo	yo m b o	103
738	Hatiya /Dhan kuta Bazaar	Athpahariya	147.	below	below	yombo/youna	youna	you n a	103
1790	Khoku, Dhankuta	Bantawa	147.	below	below	juna	juna	j u n a	144
1791	Lungin (Hatuwa)	Bantawa	147.	below	below	hju:na	hju:na	h j u: n a	144
1792	Thidingkha, (Amchok)	Bantawa	147.	below	below	juni	juni	j u n i	144
1793	Timma, Rimchim	Bantawa	147.	below	below	hjuni	hjuni	h j u n i	144
1794	Okhre, Khena	Bantawa	147.	below	below	hjuni	hjuni	h j u n i	144
2694	Belhara	Belhare	147.	below	below	muba	muba	m u b a	91
2695	Piple	Belhare	147.	below	below	mu:ba	mu:ba	m u: b a	91
2696	Guthitar	Belhare	147.	below	below	muba	muba	m u b a	91
2697	Rudra bari	Belhare	147.	below	below	mu:ba	mu:ba	m u: b a	91
3677	Hadunge	Chamling	147.	below	below	ɦuilo	ɦuilo	ɦ ui l o	98
3678	Halesi	Chamling	147.	below	below	ɦuilo	ɦuilo	ɦ ui l o	98
3679	Ratanchha	Chamling	147.	below	below	ɦuilo	ɦuilo	ɦ ui l o	98
3680	Balamta	Chamling	147.	below	below	ɦuilo	ɦuilo	ɦ ui l o	98
3681	Aaptar	Chamling	147.	below	below	ɦuilo	ɦuilo	ɦ ui l o	98
4734	Chaudhari Tole	Chintang	147.	below	below	moba	moba	m o b a	131
4735	Mulgaun	Chintang	147.	below	below	moba	moba	m o b a	131
4736	Nangchhuwa	Chintang	147.	below	below	moba	moba	m o b a	131
4737	Mangthana	Chintang	147.	below	below	moba	moba	m o b a	131
4738	Chambak	Chintang	147.	below	below	moba	moba	m o b a	131
5099	Barbhanjyang	Chulung	147.	below	below	mubak	mubak	m u b a k	116
5100	Gairi	Chulung	147.	below	below	moba	moba	m o b a	116
5101	Pakha	Chulung	147.	below	below	muba	muba	m u b a	116
5102	Pokla	Chulung	147.	below	below	mubak	mubak	m u b a k	116
5103	Suke-ahal	Chulung	147.	below	below	moba	moba	m o b a	116
6316	Dhimal West	Dhimal	147.	below	below	leta	leta	l e t a	96
6317	Dhimal East	Dhimal	147.	below	below	leta	leta	l e t a	96
7179	Bartole	Dulung	147.	below	below	ɦʌjumo	ɦʌjumo	ɦ ʌ j u m o	92
7180	Dandatole	Dulung	147.	below	below	ɦʌjuma	ɦʌjuma	ɦ ʌ j u m a	92
7181	Tharpu	Dulung	147.	below	below	ɦʌjumo	ɦʌjumo	ɦ ʌ j u m o	92
7182	Chaukibari	Dulung	147.	below	below	ɦʌjumu	ɦʌjumu	ɦ ʌ j u m u	92
7183	Bastim	Dulung	147.	below	below	ɦʌjumu	ɦʌjumu	ɦ ʌ j u m u	92
8330	Mandre	Ghale-Gurung	147.	below	below	mo	mo	m o	66
8331	Barpak1	Ghale-Gurung	147.	below	below	mu	mu	m u	66
8332	Brpak2 (Ghale)	Ghale-Gurung	147.	below	below	mu/nʌŋ(under)	mu	m u	66
8333	Brpak2 (Ghale)	Ghale-Gurung	147.	below	below	mu/nʌŋ(under)	nʌŋ(under)	n ʌ ŋ ( u n d e r )	66
8334	Laprak	Ghale-Gurung	147.	below	below	mo/mojʌr	mo	m o	66
8335	Laprak	Ghale-Gurung	147.	below	below	mo/mojʌr	mojʌr	m o j ʌ r	66
8336	Gumda	Ghale-Gurung	147.	below	below	wa	wa	w a	66
9400	Sirubari	Gurung	147.	below	below	makiru	makiru	m a k i r u	78
9401	Pokhara	Gurung	147.	below	below	mai	mai	m ai	78
9402	Sikles	Gurung	147.	below	below	mai	mai	m ai	78
9403	Khasur	Gurung	147.	below	below	lori	lori	l o r i	78
9404	Bhujung	Gurung	147.	below	below	mʌsi	mʌsi	m ʌ s i	78
10434	Sikri	Jirel	147.	below	below	thulla /mima	thulla	th u ll a	87
10435	Sikri	Jirel	147.	below	below	thulla /mima	mima	m i m a	87
10436	Kharoban	Jirel	147.	below	below	thulla/ thuḷta	thulla	th u ll a	87
10437	Kharoban	Jirel	147.	below	below	thulla/ thuḷta	thuḷta	th u ḷ t a	87
10438	Chhetrapa	Jirel	147.	below	below	nima /meba	nima	n i m a	87
10439	Chhetrapa	Jirel	147.	below	below	nima /meba	meba	m e b a	87
10440	Yarsa	Jirel	147.	below	below	umene	umene	u m e n e	87
739	Santang	Athpahariya	148.	white	white	phutna	phutna	ph u t n a	103
740	Tekunala	Athpahariya	148.	white	white	phutna	phutna	ph u t n a	103
741	Guthitar	Athpahariya	148.	white	white	photruma	photruma	ph o t r u m a	103
742	Khalde	Athpahariya	148.	white	white	phutna	phutna	ph u t n a	103
743	Hatiya /Dhan kuta Bazaar	Athpahariya	148.	white	white	phuṭna	phuṭna	ph u ṭ n a	103
1795	Khoku, Dhankuta	Bantawa	148.	white	white	buṭṭhurɨ	buṭṭhurɨ	b u ṭ ṭh u r ɨ	144
1796	Lungin (Hatuwa)	Bantawa	148.	white	white	omjaŋ	omjaŋ	o m j a ŋ	144
1797	Thidingkha, (Amchok)	Bantawa	148.	white	white	omjaŋ	omjaŋ	o m j a ŋ	144
1798	Timma, Rimchim	Bantawa	148.	white	white	seto	seto	s e t o	144
1799	Okhre, Khena	Bantawa	148.	white	white	umphe?phe?wa	umphe?phe?wa	u m ph e ? ph e ? w a	144
2698	Belhara	Belhare	148.	white	white	phutruma	phutruma	ph u t r u m a	91
2699	Piple	Belhare	148.	white	white	phuturoma	phuturoma	ph u t u r o m a	91
2700	Guthitar	Belhare	148.	white	white	photruma	photruma	ph o t r u m a	91
2701	Rudra bari	Belhare	148.	white	white	phutruwa	phutruwa	ph u t r u w a	91
3682	Hadunge	Chamling	148.	white	white	opatsima	opatsima	o p a ts i m a	98
3683	Halesi	Chamling	148.	white	white	opatsima	opatsima	o p a ts i m a	98
3684	Ratanchha	Chamling	148.	white	white	opatsima	opatsima	o p a ts i m a	98
3685	Balamta	Chamling	148.	white	white	opatsima	opatsima	o p a ts i m a	98
3686	Aaptar	Chamling	148.	white	white	opatsima	opatsima	o p a ts i m a	98
4739	Chaudhari Tole	Chintang	148.	white	white	buṭṭhurumma	buṭṭhurumma	b u ṭ ṭh u r u mm a	131
4740	Mulgaun	Chintang	148.	white	white	bɨṭhɨrɨma	bɨṭhɨrɨma	b ɨ ṭh ɨ r ɨ m a	131
4741	Nangchhuwa	Chintang	148.	white	white	buṭṭhurumma	buṭṭhurumma	b u ṭ ṭh u r u mm a	131
4742	Mangthana	Chintang	148.	white	white	bɨṭhɨrɨma	bɨṭhɨrɨma	b ɨ ṭh ɨ r ɨ m a	131
4743	Chambak	Chintang	148.	white	white	buṭṭhurumma	buṭṭhurumma	b u ṭ ṭh u r u mm a	131
5964	Barbhanjyang	Chulung	148.	white	white	bɨthɨrɨma	bɨthɨrɨma	b ɨ th ɨ r ɨ m a	121
5965	Gairi	Chulung	148.	white	white	bɨthɨrɨma	bɨthɨrɨma	b ɨ th ɨ r ɨ m a	121
5966	Pakha	Chulung	148.	white	white	sale	sale	s a l e	121
5967	Pokla	Chulung	148.	white	white	bɨthɨrɨma	bɨthɨrɨma	b ɨ th ɨ r ɨ m a	121
5968	Suke-ahal	Chulung	148.	white	white	bɨthɨrɨma	bɨthɨrɨma	b ɨ th ɨ r ɨ m a	121
6318	Dhimal West	Dhimal	148.	white	white	dze:ka	dze:ka	dz e: k a	96
6319	Dhimal East	Dhimal	148.	white	white	dze:ka	dze:ka	dz e: k a	96
7184	Bartole	Dulung	148.	white	white	buthruma	buthruma	b u th r u m a	92
7185	Dandatole	Dulung	148.	white	white	omgo	omgo	o m g o	92
7186	Tharpu	Dulung	148.	white	white	omgo	omgo	o m g o	92
7187	Chaukibari	Dulung	148.	white	white	ʌmgo	ʌmgo	ʌ m g o	92
7188	Bastim	Dulung	148.	white	white	omgʌ	omgʌ	o m g ʌ	92
8337	Mandre	Ghale-Gurung	148.	white	white	kʌr	kʌr	k ʌ r	66
8338	Barpak1	Ghale-Gurung	148.	white	white	kʌr/kar	kʌr	k ʌ r	66
8339	Barpak1	Ghale-Gurung	148.	white	white	kʌr/kar	kar	k a r	66
8340	Brpak2 (Ghale)	Ghale-Gurung	148.	white	white	kʌr	kʌr	k ʌ r	66
8341	Laprak	Ghale-Gurung	148.	white	white	kar	kar	k a r	66
