ID	DOCULECT	DATASET	CONCEPT	CONCEPT_IN_SOURCE	CONCEPT_ID	VALUE	FORM	TOKENS	PAGES
8976	Sikles	Gurung	61.	tree	tree	sĩndu	sĩndu	s ĩ n d u	75
8977	Khasur	Gurung	61.	tree	tree	sĩdu	sĩdu	s ĩ d u	75
8978	Bhujung	Gurung	61.	tree	tree	sĩntuŋ	sĩntuŋ	s ĩ n t u ŋ	75
10009	Sikri	Jirel	61.	tree	tree	doŋbo	doŋbo	d o ŋ b o	82
10010	Kharoban	Jirel	61.	tree	tree	dombo/doŋbo	dombo	d o m b o	82
10011	Kharoban	Jirel	61.	tree	tree	dombo/doŋbo	doŋbo	d o ŋ b o	82
10012	Chhetrapa	Jirel	61.	tree	tree	doŋbo	doŋbo	d o ŋ b o	82
10013	Yarsa	Jirel	61.	tree	tree	doŋmo	doŋmo	d o ŋ m o	82
306	Santang	Athpahariya	62.	leaf	leaf	labawa	labawa	l a b a w a	101
307	Tekunala	Athpahariya	62.	leaf	leaf	labawa	labawa	l a b a w a	101
308	Guthitar	Athpahariya	62.	leaf	leaf	uphauwa	uphauwa	u ph au w a	101
309	Khalde	Athpahariya	62.	leaf	leaf	uphauwa	uphauwa	u ph au w a	101
310	Hatiya /Dhan kuta Bazaar	Athpahariya	62.	leaf	leaf	labhak	labhak	l a bh a k	101
1359	Khoku, Dhankuta	Bantawa	62.	leaf	leaf	sɨŋbaʔwa	sɨŋbaʔwa	s ɨ ŋ b a ʔ w a	140
1360	Lungin (Hatuwa)	Bantawa	62.	leaf	leaf	sɨŋbakʔwa	sɨŋbakʔwa	s ɨ ŋ b a k ʔ w a	140
1361	Thidingkha, (Amchok)	Bantawa	62.	leaf	leaf	suŋbak	suŋbak	s u ŋ b a k	140
1362	Timma, Rimchim	Bantawa	62.	leaf	leaf	sumbak	sumbak	s u m b a k	140
1363	Okhre, Khena	Bantawa	62.	leaf	leaf	sumba	sumba	s u m b a	140
2354	Belhara	Belhare	62.	leaf	leaf	labhok	labhok	l a bh o k	89
2355	Piple	Belhare	62.	leaf	leaf	labhok	labhok	l a bh o k	89
2356	Guthitar	Belhare	62.	leaf	leaf	uphauwa	uphauwa	u ph au w a	89
2357	Rudra bari	Belhare	62.	leaf	leaf	labhok	labhok	l a bh o k	89
3252	Hadunge	Chamling	62.	leaf	leaf	labo	labo	l a b o	95
3253	Halesi	Chamling	62.	leaf	leaf	labo	labo	l a b o	95
3254	Ratanchha	Chamling	62.	leaf	leaf	labo	labo	l a b o	95
3255	Balamta	Chamling	62.	leaf	leaf	labo	labo	l a b o	95
3256	Aaptar	Chamling	62.	leaf	leaf	labo	labo	l a b o	95
4302	Chaudhari Tole	Chintang	62.	leaf	leaf	laphowa	laphowa	l a ph o w a	129
4303	Mulgaun	Chintang	62.	leaf	leaf	laphok	laphok	l a ph o k	129
4304	Nangchhuwa	Chintang	62.	leaf	leaf	laphowa	laphowa	l a ph o w a	129
4305	Mangthana	Chintang	62.	leaf	leaf	laphok	laphok	l a ph o k	129
4306	Chambak	Chintang	62.	leaf	leaf	laphowa	laphowa	l a ph o w a	129
5434	Barbhanjyang	Chulung	62.	leaf	leaf	lapho	lapho	l a ph o	118
5435	Gairi	Chulung	62.	leaf	leaf	lapho	lapho	l a ph o	118
5436	Pakha	Chulung	62.	leaf	leaf	lapho	lapho	l a ph o	118
5437	Pokla	Chulung	62.	leaf	leaf	lapho	lapho	l a ph o	118
5438	Suke-ahal	Chulung	62.	leaf	leaf	laphok	laphok	l a ph o k	118
6146	Dhimal West	Dhimal	62.	leaf	leaf	lʰaba	lʰaba	lʰ a b a	94
6147	Dhimal East	Dhimal	62.	leaf	leaf	lʰaba	lʰaba	lʰ a b a	94
6752	Bartole	Dulung	62.	leaf	leaf	phon	phon	ph o n	90
6753	Dandatole	Dulung	62.	leaf	leaf	sumphkʌ	sumphkʌ	s u m ph k ʌ	90
6754	Tharpu	Dulung	62.	leaf	leaf	suŋphʌk	suŋphʌk	s u ŋ ph ʌ k	90
6755	Chaukibari	Dulung	62.	leaf	leaf	sʌŋpuɂ	sʌŋpuɂ	s ʌ ŋ p u ɂ	90
6756	Bastim	Dulung	62.	leaf	leaf	sumphuk	sumphuk	s u m ph u k	90
7844	Mandre	Ghale-Gurung	62.	leaf	leaf	lʌ	lʌ	l ʌ	63
7845	Barpak1	Ghale-Gurung	62.	leaf	leaf	lem/lʌ	lem	l e m	63
7846	Barpak1	Ghale-Gurung	62.	leaf	leaf	lem/lʌ	lʌ	l ʌ	63
7847	Brpak2 (Ghale)	Ghale-Gurung	62.	leaf	leaf	lʌ	lʌ	l ʌ	63
7848	Laprak	Ghale-Gurung	62.	leaf	leaf	lhʌ–/thjam	lhʌ–	lh ʌ –	63
7849	Laprak	Ghale-Gurung	62.	leaf	leaf	lhʌ–/thjam	thjam	th j a m	63
7850	Gumda	Ghale-Gurung	62.	leaf	leaf	lem	lem	l e m	63
8979	Sirubari	Gurung	62.	leaf	leaf	po	po	p o	75
8980	Pokhara	Gurung	62.	leaf	leaf	lʌ	lʌ	l ʌ	75
8981	Sikles	Gurung	62.	leaf	leaf	lʌpo	lʌpo	l ʌ p o	75
8982	Khasur	Gurung	62.	leaf	leaf	lʌpo	lʌpo	l ʌ p o	75
8983	Bhujung	Gurung	62.	leaf	leaf	lʌ	lʌ	l ʌ	75
10014	Sikri	Jirel	62.	leaf	leaf	sjomak	sjomak	s j o m a k	82
10015	Kharoban	Jirel	62.	leaf	leaf	sjomək/ damma	sjomək	s j o m ə k	82
10016	Kharoban	Jirel	62.	leaf	leaf	sjomək/ damma	damma	d a mm a	82
10017	Chhetrapa	Jirel	62.	leaf	leaf	sjomak	sjomak	s j o m a k	82
10018	Yarsa	Jirel	62.	leaf	leaf	sjomak/ sjoma	sjomak	s j o m a k	82
10019	Yarsa	Jirel	62.	leaf	leaf	sjomak/ sjoma	sjoma	s j o m a	82
311	Santang	Athpahariya	63.	root	root	ujara	ujara	u j a r a	101
312	Tekunala	Athpahariya	63.	root	root	ujura	ujura	u j u r a	101
313	Guthitar	Athpahariya	63.	root	root	ujara	ujara	u j a r a	101
314	Khalde	Athpahariya	63.	root	root	ujura	ujura	u j u r a	101
315	Hatiya /Dhan kuta Bazaar	Athpahariya	63.	root	root	ujara	ujara	u j a r a	101
1364	Khoku, Dhankuta	Bantawa	63.	root	root	bheŋ	bheŋ	bh e ŋ	140
1365	Lungin (Hatuwa)	Bantawa	63.	root	root	bhen	bhen	bh e n	140
1366	Thidingkha, (Amchok)	Bantawa	63.	root	root	əbhen	əbhen	ə bh e n	140
1367	Timma, Rimchim	Bantawa	63.	root	root	bʰen	bʰen	bʰ e n	140
1368	Okhre, Khena	Bantawa	63.	root	root	bʰen	bʰen	bʰ e n	140
2358	Belhara	Belhare	63.	root	root	ujara	ujara	u j a r a	89
2359	Piple	Belhare	63.	root	root	ujara	ujara	u j a r a	89
2360	Guthitar	Belhare	63.	root	root	ujara	ujara	u j a r a	89
2361	Rudra bari	Belhare	63.	root	root	ujara	ujara	u j a r a	89
3257	Hadunge	Chamling	63.	root	root	umbhʌr	umbhʌr	u m bh ʌ r	95
3258	Halesi	Chamling	63.	root	root	umbhʌr	umbhʌr	u m bh ʌ r	95
3259	Ratanchha	Chamling	63.	root	root	bhjar	bhjar	bh j a r	95
3260	Balamta	Chamling	63.	root	root	umbhʌr	umbhʌr	u m bh ʌ r	95
3261	Aaptar	Chamling	63.	root	root	umbhʌr	umbhʌr	u m bh ʌ r	95
4307	Chaudhari Tole	Chintang	63.	root	root	dzǝra	dzǝra	dz ǝ r a	129
4308	Mulgaun	Chintang	63.	root	root	dzǝra	dzǝra	dz ǝ r a	129
4309	Nangchhuwa	Chintang	63.	root	root	dzǝra	dzǝra	dz ǝ r a	129
4310	Mangthana	Chintang	63.	root	root	dzǝra	dzǝra	dz ǝ r a	129
4311	Chambak	Chintang	63.	root	root	dzǝra	dzǝra	dz ǝ r a	129
5649	Barbhanjyang	Chulung	63.	root	root	dzarak	dzarak	dz a r a k	119
5650	Gairi	Chulung	63.	root	root	dzarak	dzarak	dz a r a k	119
5651	Pakha	Chulung	63.	root	root	dzarak	dzarak	dz a r a k	119
5652	Pokla	Chulung	63.	root	root	dzarak	dzarak	dz a r a k	119
5653	Suke-ahal	Chulung	63.	root	root	dzarak	dzarak	dz a r a k	119
6148	Dhimal West	Dhimal	63.	root	root	dzari	dzari	dz a r i	94
6149	Dhimal East	Dhimal	63.	root	root	sikar	sikar	s i k a r	94
6757	Bartole	Dulung	63.	root	root	pẽn	pẽn	p ẽ n	90
6758	Dandatole	Dulung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	90
6759	Tharpu	Dulung	63.	root	root	umpen	umpen	u m p e n	90
6760	Chaukibari	Dulung	63.	root	root	sʌŋphonɂ	sʌŋphonɂ	s ʌ ŋ ph o n ɂ	90
6761	Bastim	Dulung	63.	root	root	pen	pen	p e n	90
7851	Mandre	Ghale-Gurung	63.	root	root	tshɔ	tshɔ	tsh ɔ	63
7852	Barpak1	Ghale-Gurung	63.	root	root	tshʌ	tshʌ	tsh ʌ	63
7853	Brpak2 (Ghale)	Ghale-Gurung	63.	root	root	tshʌ	tshʌ	tsh ʌ	63
7854	Laprak	Ghale-Gurung	63.	root	root	tshʌ/t̺a	tshʌ	tsh ʌ	63
7855	Laprak	Ghale-Gurung	63.	root	root	tshʌ/t̺a	t̺a	t̺ a	63
7856	Gumda	Ghale-Gurung	63.	root	root	ta	ta	t a	63
8984	Sirubari	Gurung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	75
8985	Pokhara	Gurung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	75
8986	Sikles	Gurung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	75
8987	Khasur	Gurung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	75
8988	Bhujung	Gurung	63.	root	root	dzʌra	dzʌra	dz ʌ r a	75
10020	Sikri	Jirel	63.	root	root	tsaprin /tsapren	tsaprin	ts a p r i n	82
10021	Sikri	Jirel	63.	root	root	tsaprin /tsapren	tsapren	ts a p r e n	82
10022	Kharoban	Jirel	63.	root	root	tarpen/tsabr en	tarpen	t a r p e n	82
10023	Kharoban	Jirel	63.	root	root	tarpen/tsabr en	tsabr en	ts a b r + e n	82
10024	Chhetrapa	Jirel	63.	root	root	tsapren	tsapren	ts a p r e n	82
10025	Yarsa	Jirel	63.	root	root	tsapran/ tsabren	tsapran	ts a p r a n	82
10026	Yarsa	Jirel	63.	root	root	tsapran/ tsabren	tsabren	ts a b r e n	82
316	Santang	Athpahariya	64.	thorn	thorn	tyuba	tyuba	t yu b a	101
317	Tekunala	Athpahariya	64.	thorn	thorn	tyũba	tyũba	t yũ b a	101
318	Guthitar	Athpahariya	64.	thorn	thorn	tiŋiba	tiŋiba	t i ŋ i b a	101
319	Khalde	Athpahariya	64.	thorn	thorn	utiŋba	utiŋba	u t i ŋ b a	101
320	Hatiya /Dhan kuta Bazaar	Athpahariya	64.	thorn	thorn	tyĩba	tyĩba	t yĩ b a	101
1369	Khoku, Dhankuta	Bantawa	64.	thorn	thorn	ṭɨŋkhoʔwa	ṭɨŋkhoʔwa	ṭ ɨ ŋ kh o ʔ w a	140
1370	Lungin (Hatuwa)	Bantawa	64.	thorn	thorn	ṭəkhokʔwa	ṭəkhokʔwa	ṭ ə kh o k ʔ w a	140
1371	Thidingkha, (Amchok)	Bantawa	64.	thorn	thorn	ṭəŋ	ṭəŋ	ṭ ə ŋ	140
1372	Timma, Rimchim	Bantawa	64.	thorn	thorn	ṭəŋ	ṭəŋ	ṭ ə ŋ	140
1373	Okhre, Khena	Bantawa	64.	thorn	thorn	ṭəŋ	ṭəŋ	ṭ ə ŋ	140
2362	Belhara	Belhare	64.	thorn	thorn	ʈiŋgiba	ʈiŋgiba	ʈ i ŋ g i b a	89
2363	Piple	Belhare	64.	thorn	thorn	ʈiŋgiba	ʈiŋgiba	ʈ i ŋ g i b a	89
2364	Guthitar	Belhare	64.	thorn	thorn	ʈiŋiba	ʈiŋiba	ʈ i ŋ i b a	89
2365	Rudra bari	Belhare	64.	thorn	thorn	ʈiŋgiba	ʈiŋgiba	ʈ i ŋ g i b a	89
3262	Hadunge	Chamling	64.	thorn	thorn	ʈuŋkhra	ʈuŋkhra	ʈ u ŋ kh r a	95
3263	Halesi	Chamling	64.	thorn	thorn	ʈuŋkhra	ʈuŋkhra	ʈ u ŋ kh r a	95
3264	Ratanchha	Chamling	64.	thorn	thorn	ʈuŋkh uwa	ʈuŋkh uwa	ʈ u ŋ kh + u w a	95
3265	Balamta	Chamling	64.	thorn	thorn	ʈuŋkhra	ʈuŋkhra	ʈ u ŋ kh r a	95
3266	Aaptar	Chamling	64.	thorn	thorn	ʈuŋkhra	ʈuŋkhra	ʈ u ŋ kh r a	95
4312	Chaudhari Tole	Chintang	64.	thorn	thorn	ṭɨŋkhɨwa	ṭɨŋkhɨwa	ṭ ɨ ŋ kh ɨ w a	129
4313	Mulgaun	Chintang	64.	thorn	thorn	ṭɨŋkhɨwa	ṭɨŋkhɨwa	ṭ ɨ ŋ kh ɨ w a	129
4314	Nangchhuwa	Chintang	64.	thorn	thorn	ṭɨŋkhɨwa	ṭɨŋkhɨwa	ṭ ɨ ŋ kh ɨ w a	129
4315	Mangthana	Chintang	64.	thorn	thorn	ṭɨŋkhɨwa	ṭɨŋkhɨwa	ṭ ɨ ŋ kh ɨ w a	129
4316	Chambak	Chintang	64.	thorn	thorn	ṭɨŋkhɨwa	ṭɨŋkhɨwa	ṭ ɨ ŋ kh ɨ w a	129
5774	Barbhanjyang	Chulung	64.	thorn	thorn	sen	sen	s e n	120
5775	Gairi	Chulung	64.	thorn	thorn	sen	sen	s e n	120
5776	Pakha	Chulung	64.	thorn	thorn	sen	sen	s e n	120
5777	Pokla	Chulung	64.	thorn	thorn	tɨŋkhoʔwa	tɨŋkhoʔwa	t ɨ ŋ kh o ʔ w a	120
5778	Suke-ahal	Chulung	64.	thorn	thorn	sen	sen	s e n	120
6150	Dhimal West	Dhimal	64.	thorn	thorn	tsui	tsui	ts ui	94
6151	Dhimal East	Dhimal	64.	thorn	thorn	ka˜da	ka˜da	k a ˜ d a	94
6762	Bartole	Dulung	64.	thorn	thorn	sẽn	sẽn	s ẽ n	90
6763	Dandatole	Dulung	64.	thorn	thorn	kãdã	kãdã	k ã d ã	90
6764	Tharpu	Dulung	64.	thorn	thorn	sẽn	sẽn	s ẽ n	90
6765	Chaukibari	Dulung	64.	thorn	thorn	watshipen	watshipen	w a tsh i p e n	90
6766	Bastim	Dulung	64.	thorn	thorn	ṭʌŋkho	ṭʌŋkho	ṭ ʌ ŋ kh o	90
7857	Mandre	Ghale-Gurung	64.	thorn	thorn	tso	tso	ts o	63
7858	Barpak1	Ghale-Gurung	64.	thorn	thorn	tso	tso	ts o	63
7859	Brpak2 (Ghale)	Ghale-Gurung	64.	thorn	thorn	tso	tso	ts o	63
7860	Laprak	Ghale-Gurung	64.	thorn	thorn	tso	tso	ts o	63
7861	Gumda	Ghale-Gurung	64.	thorn	thorn	tsɔ	tsɔ	ts ɔ	63
8989	Sirubari	Gurung	64.	thorn	thorn	putsʌ	putsʌ	p u ts ʌ	75
8990	Pokhara	Gurung	64.	thorn	thorn	kãḍa	kãḍa	k ã ḍ a	75
8991	Sikles	Gurung	64.	thorn	thorn	podzo	podzo	p o dz o	75
8992	Khasur	Gurung	64.	thorn	thorn	pudzu	pudzu	p u dz u	75
8993	Bhujung	Gurung	64.	thorn	thorn	podzo	podzo	p o dz o	75
10027	Sikri	Jirel	64.	thorn	thorn	tsaŋ	tsaŋ	ts a ŋ	82
10028	Kharoban	Jirel	64.	thorn	thorn	tsaŋ	tsaŋ	ts a ŋ	82
10029	Chhetrapa	Jirel	64.	thorn	thorn	tsaŋ	tsaŋ	ts a ŋ	82
10030	Yarsa	Jirel	64.	thorn	thorn	tsaŋ	tsaŋ	ts a ŋ	82
321	Santang	Athpahariya	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	101
322	Tekunala	Athpahariya	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	101
323	Guthitar	Athpahariya	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	101
324	Khalde	Athpahariya	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	101
325	Hatiya /Dhan kuta Bazaar	Athpahariya	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	101
1374	Khoku, Dhankuta	Bantawa	65.	flower	flower	buŋwa	buŋwa	b u ŋ w a	140
1375	Lungin (Hatuwa)	Bantawa	65.	flower	flower	buŋwa	buŋwa	b u ŋ w a	140
1376	Thidingkha, (Amchok)	Bantawa	65.	flower	flower	buŋwa	buŋwa	b u ŋ w a	140
1377	Timma, Rimchim	Bantawa	65.	flower	flower	buŋwa	buŋwa	b u ŋ w a	140
1378	Okhre, Khena	Bantawa	65.	flower	flower	buŋwa	buŋwa	b u ŋ w a	140
2366	Belhara	Belhare	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	89
2367	Piple	Belhare	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	89
2368	Guthitar	Belhare	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	89
2369	Rudra bari	Belhare	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	89
3267	Hadunge	Chamling	65.	flower	flower	buŋa	buŋa	b u ŋ a	95
3268	Halesi	Chamling	65.	flower	flower	buŋa	buŋa	b u ŋ a	95
3269	Ratanchha	Chamling	65.	flower	flower	bʌwa	bʌwa	b ʌ w a	95
3270	Balamta	Chamling	65.	flower	flower	buŋa	buŋa	b u ŋ a	95
3271	Aaptar	Chamling	65.	flower	flower	buŋa	buŋa	b u ŋ a	95
4317	Chaudhari Tole	Chintang	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	129
4318	Mulgaun	Chintang	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	129
4319	Nangchhuwa	Chintang	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	129
4320	Mangthana	Chintang	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	129
4321	Chambak	Chintang	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	129
5324	Barbhanjyang	Chulung	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	117
5325	Gairi	Chulung	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	117
5326	Pakha	Chulung	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	117
5327	Pokla	Chulung	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	117
5328	Suke-ahal	Chulung	65.	flower	flower	phuŋ	phuŋ	ph u ŋ	117
6152	Dhimal West	Dhimal	65.	flower	flower	lʰe	lʰe	lʰ e	94
6153	Dhimal East	Dhimal	65.	flower	flower	phul	phul	ph u l	94
6767	Bartole	Dulung	65.	flower	flower	puŋ	puŋ	p u ŋ	90
6768	Dandatole	Dulung	65.	flower	flower	puŋ	puŋ	p u ŋ	90
6769	Tharpu	Dulung	65.	flower	flower	puŋ	puŋ	p u ŋ	90
6770	Chaukibari	Dulung	65.	flower	flower	tʌŋphowa	tʌŋphowa	t ʌ ŋ ph o w a	90
6771	Bastim	Dulung	65.	flower	flower	buŋ	buŋ	b u ŋ	90
7862	Mandre	Ghale-Gurung	65.	flower	flower	minda	minda	m i n d a	63
7863	Barpak1	Ghale-Gurung	65.	flower	flower	minda	minda	m i n d a	63
7864	Brpak2 (Ghale)	Ghale-Gurung	65.	flower	flower	minda	minda	m i n d a	63
7865	Laprak	Ghale-Gurung	65.	flower	flower	minda	minda	m i n d a	63
7866	Gumda	Ghale-Gurung	65.	flower	flower	minda	minda	m i n d a	63
8994	Sirubari	Gurung	65.	flower	flower	ṭʌ̤	ṭʌ̤	ṭ ʌ̤	75
8995	Pokhara	Gurung	65.	flower	flower	ṭʌ	ṭʌ	ṭ ʌ	75
8996	Sikles	Gurung	65.	flower	flower	ṭʌ	ṭʌ	ṭ ʌ	75
8997	Khasur	Gurung	65.	flower	flower	ṭʌ	ṭʌ	ṭ ʌ	75
8998	Bhujung	Gurung	65.	flower	flower	ṭʌ̤	ṭʌ̤	ṭ ʌ̤	75
10031	Sikri	Jirel	65.	flower	flower	menduk	menduk	m e n d u k	82
10032	Kharoban	Jirel	65.	flower	flower	menduk	menduk	m e n d u k	82
10033	Chhetrapa	Jirel	65.	flower	flower	menduk	menduk	m e n d u k	82
10034	Yarsa	Jirel	65.	flower	flower	menduk/ mendok	menduk	m e n d u k	82
10035	Yarsa	Jirel	65.	flower	flower	menduk/ mendok	mendok	m e n d o k	82
326	Santang	Athpahariya	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	101
327	Tekunala	Athpahariya	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	101
328	Guthitar	Athpahariya	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	101
329	Khalde	Athpahariya	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	101
330	Hatiya /Dhan kuta Bazaar	Athpahariya	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	101
1379	Khoku, Dhankuta	Bantawa	66.	fruit	fruit	sɨŋsɨwa	sɨŋsɨwa	s ɨ ŋs ɨ w a	140
1380	Lungin (Hatuwa)	Bantawa	66.	fruit	fruit	sɨŋsɨwa	sɨŋsɨwa	s ɨ ŋs ɨ w a	140
1381	Thidingkha, (Amchok)	Bantawa	66.	fruit	fruit	əsiwa	əsiwa	ə s i w a	140
1382	Timma, Rimchim	Bantawa	66.	fruit	fruit	əsiwa	əsiwa	ə s i w a	140
1383	Okhre, Khena	Bantawa	66.	fruit	fruit	sɨŋsɨwa	sɨŋsɨwa	s ɨ ŋs ɨ w a	140
2370	Belhara	Belhare	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	89
2371	Piple	Belhare	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	89
2372	Guthitar	Belhare	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	89
2373	Rudra bari	Belhare	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	89
3272	Hadunge	Chamling	66.	fruit	fruit	suŋseluŋse	suŋseluŋse	s u ŋs e l u ŋs e	95
3273	Halesi	Chamling	66.	fruit	fruit	suŋseluŋse	suŋseluŋse	s u ŋs e l u ŋs e	95
3274	Ratanchha	Chamling	66.	fruit	fruit	suŋseluŋse	suŋseluŋse	s u ŋs e l u ŋs e	95
3275	Balamta	Chamling	66.	fruit	fruit	suŋseluŋse	suŋseluŋse	s u ŋs e l u ŋs e	95
3276	Aaptar	Chamling	66.	fruit	fruit	suŋseluŋse	suŋseluŋse	s u ŋs e l u ŋs e	95
4322	Chaudhari Tole	Chintang	66.	fruit	fruit	phǝlphul	phǝlphul	ph ǝ l ph u l	129
4323	Mulgaun	Chintang	66.	fruit	fruit	phǝlphul	phǝlphul	ph ǝ l ph u l	129
4324	Nangchhuwa	Chintang	66.	fruit	fruit	phǝlphul	phǝlphul	ph ǝ l ph u l	129
4325	Mangthana	Chintang	66.	fruit	fruit	phǝlphul	phǝlphul	ph ǝ l ph u l	129
4326	Chambak	Chintang	66.	fruit	fruit	phǝlphul	phǝlphul	ph ǝ l ph u l	129
6154	Dhimal West	Dhimal	66.	fruit	fruit	pʰəlpʰul	pʰəlpʰul	pʰ ə l pʰ u l	94
6155	Dhimal East	Dhimal	66.	fruit	fruit	pʰəlpʰul	pʰəlpʰul	pʰ ə l pʰ u l	94
6772	Bartole	Dulung	66.	fruit	fruit	sʌŋsipʌt̺pu	sʌŋsipʌt̺pu	s ʌ ŋs i p ʌ t̺ p u	90
6773	Dandatole	Dulung	66.	fruit	fruit	t̺ulphal	t̺ulphal	t̺ u l ph a l	90
6774	Tharpu	Dulung	66.	fruit	fruit	phalʌphul	phalʌphul	ph a l ʌ ph u l	90
6775	Chaukibari	Dulung	66.	fruit	fruit	puŋ	puŋ	p u ŋ	90
6776	Bastim	Dulung	66.	fruit	fruit	sʌŋsibait̺buŋ	sʌŋsibait̺buŋ	s ʌ ŋs i b ai t̺ b u ŋ	90
7867	Mandre	Ghale-Gurung	66.	fruit	fruit	sjasi	sjasi	s j a s i	63
7868	Barpak1	Ghale-Gurung	66.	fruit	fruit	sjasi	sjasi	s j a s i	63
7869	Brpak2 (Ghale)	Ghale-Gurung	66.	fruit	fruit	sjasi	sjasi	s j a s i	63
7870	Laprak	Ghale-Gurung	66.	fruit	fruit	sjasi	sjasi	s j a s i	63
7871	Gumda	Ghale-Gurung	66.	fruit	fruit	shjasi	shjasi	sh j a s i	63
8999	Pokhara	Gurung	66.	fruit	fruit	Phʌlphul	Phʌlphul	Ph ʌ l ph u l	75
9000	Sikles	Gurung	66.	fruit	fruit	ro	ro	r o	75
9001	Bhujung	Gurung	66.	fruit	fruit	Phʌlphul	Phʌlphul	Ph ʌ l ph u l	75
10036	Sikri	Jirel	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	83
10037	Kharoban	Jirel	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	83
10038	Chhetrapa	Jirel	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	83
10039	Yarsa	Jirel	66.	fruit	fruit	phəlphul	phəlphul	ph ə l ph u l	83
331	Santang	Athpahariya	67.	mango	mango	ãibo	ãibo	ãi b o	101
332	Tekunala	Athpahariya	67.	mango	mango	ãibo	ãibo	ãi b o	101
333	Guthitar	Athpahariya	67.	mango	mango	ambiba	ambiba	a m b i b a	101
334	Khalde	Athpahariya	67.	mango	mango	ãibo	ãibo	ãi b o	101
335	Hatiya /Dhan kuta Bazaar	Athpahariya	67.	mango	mango	ãibo	ãibo	ãi b o	101
1384	Khoku, Dhankuta	Bantawa	67.	mango	mango	aba	aba	a b a	140
1385	Lungin (Hatuwa)	Bantawa	67.	mango	mango	amba	amba	a m b a	140
1386	Thidingkha, (Amchok)	Bantawa	67.	mango	mango	ambasi	ambasi	a m b a s i	140
1387	Timma, Rimchim	Bantawa	67.	mango	mango	ãp	ãp	ã p	140
1388	Okhre, Khena	Bantawa	67.	mango	mango	ãp	ãp	ã p	140
2374	Belhara	Belhare	67.	mango	mango	ãmbiba	ãmbiba	ã m b i b a	89
2375	Piple	Belhare	67.	mango	mango	ãmbibu	ãmbibu	ã m b i b u	89
2376	Guthitar	Belhare	67.	mango	mango	ambiba	ambiba	a m b i b a	89
2377	Rudra bari	Belhare	67.	mango	mango	ãmbiba	ãmbiba	ã m b i b a	89
3277	Hadunge	Chamling	67.	mango	mango	ãp	ãp	ã p	95
3278	Halesi	Chamling	67.	mango	mango	ãp	ãp	ã p	95
3279	Ratanchha	Chamling	67.	mango	mango	ãp	ãp	ã p	95
3280	Balamta	Chamling	67.	mango	mango	ãp	ãp	ã p	95
3281	Aaptar	Chamling	67.	mango	mango	ãp	ãp	ã p	95
4327	Chaudhari Tole	Chintang	67.	mango	mango	aba/ãba	aba	a b a	129
4328	Chaudhari Tole	Chintang	67.	mango	mango	aba/ãba	ãba	ã b a	129
4329	Mulgaun	Chintang	67.	mango	mango	aba/ãba	aba	a b a	129
4330	Mulgaun	Chintang	67.	mango	mango	aba/ãba	ãba	ã b a	129
4331	Nangchhuwa	Chintang	67.	mango	mango	aba/ãba	aba	a b a	129
4332	Nangchhuwa	Chintang	67.	mango	mango	aba/ãba	ãba	ã b a	129
4333	Mangthana	Chintang	67.	mango	mango	aba/ãba	aba	a b a	129
4334	Mangthana	Chintang	67.	mango	mango	aba/ãba	ãba	ã b a	129
4335	Chambak	Chintang	67.	mango	mango	aba/ãba	aba	a b a	129
4336	Chambak	Chintang	67.	mango	mango	aba/ãba	ãba	ã b a	129
